address,city,state,datetime,numrounds,shotspotterflexid,lat,long
2328 S EUNICE AVE,Fresno,CA,12/31/2016 23:19:32,8,2953,36.7168615311,-119.794648827
2832 E GRANT,Fresno,CA,12/31/2016 23:23:45,5,20840,36.7485236628,-119.777035468
1151-1199 S SIERRA VISTA AVE,Fresno,CA,12/31/2016 23:50:39,10,4431,36.7311910491,-119.740867277
401 N THESTA,Fresno,CA,12/31/2016 23:12:59,10,20811,36.7487454615,-119.784203565
4029 E DWIGHT WAY,Fresno,CA,12/31/2016 23:15:45,10,4366,36.7227460783,-119.757090697
953 N SAN PABLO,Fresno,CA,12/31/2016 23:41:29,8,20867,36.7548825857,-119.795644796
401 N THESTA,Fresno,CA,12/31/2016 22:58:26,15,20788,36.7487206214,-119.784154298
2552 E TYLER,Fresno,CA,12/31/2016 23:43:38,4,20870,36.7555597366,-119.780220182
4529 E INYO AVE,Fresno,CA,12/31/2016 22:24:02,3,4320,36.7379757558,-119.748563645
4657 E LIBERTY AVE,Fresno,CA,12/31/2016 22:24:27,3,4322,36.7307266411,-119.742953757
1151-1199 S SIERRA VISTA AVE,Fresno,CA,12/31/2016 23:50:39,10,4431,36.7311910491,-119.740867277
854-856 S ADLER AVE,Fresno,CA,12/31/2016 23:05:43,8,4355,36.7342904804,-119.725691123
2328 S FIG AVE,Fresno,CA,12/31/2016 19:28:17,2,2872,36.7165778612,-119.800103981
256 N SECOND,Fresno,CA,12/31/2016 23:56:48,7,20917,36.7463094682,-119.770644539
1151 S CHESTNUT AVE,Fresno,CA,12/31/2016 23:55:14,12,4447,36.7308541312,-119.736328557
347 N FERGER,Fresno,CA,12/31/2016 21:51:51,2,20748,36.7482437367,-119.807082381
3933 E HEATON AVE,Fresno,CA,12/31/2016 18:41:27,4,4223,36.7270976291,-119.758258460
429 S BACKER AVE,Fresno,CA,01/01/2017 02:24:51,6,4618,36.7387167219,-119.743275659
2350-2358 S WALNUT AVE,Fresno,CA,01/01/2017 02:56:40,14,3109,36.7157511835,-119.808939695
462 N EFFIE,Fresno,CA,01/01/2017 03:00:21,4,21149,36.7500572421,-119.787892813
4215 E LYELL AVE,Fresno,CA,01/01/2017 00:30:26,6,4559,36.7297492134,-119.754274306
4215 E LYELL AVE,Fresno,CA,12/31/2016 23:32:01,4,4396,36.7298155014,-119.754292746
1139 E JENSEN AVE,Fresno,CA,01/01/2017 03:44:03,7,3112,36.7072566130,-119.796773494
460 S WOODROW AVE,Fresno,CA,01/01/2017 02:25:42,4,4619,36.7384992527,-119.743202148
253 N DIANA,Fresno,CA,12/31/2016 23:58:58,8,20933,36.7462490395,-119.787422873
253 N DIANA,Fresno,CA,12/31/2016 23:59:28,7,20937,36.7462559386,-119.787373060
4704 E ALTA AVE,Fresno,CA,01/01/2017 00:58:20,4,4589,36.7328805237,-119.740857555
1136 POTTLE AVE,Fresno,CA,01/01/2017 01:50:26,7,3101,36.7265174361,-119.804293365
1467 E LA SALLE,Fresno,CA,01/01/2017 01:32:17,9,21128,36.7554065750,-119.793563855
1901 E LEWIS,Fresno,CA,01/01/2017 00:10:23,5,21002,36.7549039390,-119.788074142
749 N PALM,Fresno,CA,01/01/2017 00:10:55,22,21006,36.7530579245,-119.808996071
3605 E ILLINOIS,Fresno,CA,01/01/2017 00:12:19,10,21013,36.7453736837,-119.764279960
926 N POPLAR,Fresno,CA,01/01/2017 00:11:54,8,21012,36.7544779086,-119.795579901
4553 E MONO AVE,Fresno,CA,01/01/2017 00:06:15,9,4488,36.7371534825,-119.747479382
3605 E ILLINOIS,Fresno,CA,01/01/2017 00:15:40,12,21029,36.7453480393,-119.764288730
2515 MERCED,Fresno,CA,01/01/2017 00:17:25,6,21034,36.7406734505,-119.788368499
2370 S IVY AVE,Fresno,CA,01/01/2017 00:25:24,8,3068,36.7152241000,-119.793446532
4203 E LYELL AVE,Fresno,CA,01/01/2017 00:38:34,8,4569,36.7298827187,-119.754309882
901-999 POTTLE AVE,Fresno,CA,01/01/2017 02:02:31,2,3104,36.7238945559,-119.802517650
401 N THESTA,Fresno,CA,01/01/2017 00:29:10,7,21075,36.7486629725,-119.784220040
261 N DIANA,Fresno,CA,01/01/2017 00:30:59,8,21079,36.7463288569,-119.787482470
3605 E ILLINOIS,Fresno,CA,01/01/2017 00:32:04,4,21081,36.7453590459,-119.764053615
903 E GARRETT AVE,Fresno,CA,01/01/2017 01:51:48,29,3102,36.7079739322,-119.799559781
4580 E HUNTINGTON AVE,Fresno,CA,01/01/2017 00:23:30,5,4540,36.7391167791,-119.746273304
2551-2575 S M.L.K. JR BLVD,Fresno,CA,01/01/2017 01:51:58,12,3103,36.7079505974,-119.799654827
723 B ST,Fresno,CA,01/01/2017 00:35:35,3,3083,36.7247813423,-119.796540458
2328 S EUNICE AVE,Fresno,CA,12/31/2016 23:18:51,21,2952,36.7168299877,-119.794869588
4663 E ALTA AVE,Fresno,CA,01/01/2017 00:02:32,5,4474,36.7336110477,-119.742744494
4553 E MONO AVE,Fresno,CA,01/01/2017 00:06:15,9,4488,36.7371534825,-119.747479382
2370 S IVY AVE,Fresno,CA,01/01/2017 00:25:24,8,3068,36.7152241000,-119.793446532
921 WATERMAN AVE,Fresno,CA,01/01/2017 03:23:06,3,3111,36.7230533551,-119.803965371
411 N GLENN,Fresno,CA,01/01/2017 03:26:47,8,21158,36.7490712900,-119.794063080
4698 E ALTA AVE,Fresno,CA,01/01/2017 00:56:16,10,4585,36.7327551236,-119.741231747
405 S RECREATION AVE,Fresno,CA,01/01/2017 19:05:38,5,4654,36.7392593206,-119.738696667
427 N FOURTH,Fresno,CA,12/31/2016 23:51:22,21,20890,36.7491673742,-119.767881779
759 N THIRD,Fresno,CA,12/31/2016 23:53:08,7,20898,36.7542346111,-119.769400701
548 N FOURTH,Fresno,CA,12/31/2016 23:53:53,8,20902,36.7514725911,-119.766401136
4663 E ALTA AVE,Fresno,CA,01/01/2017 00:02:32,5,4474,36.7336110477,-119.742744494
E LIBERTY AVE,Fresno,CA,01/01/2017 00:11:25,6,4509,36.7301549500,-119.720770413
2515 MERCED,Fresno,CA,01/01/2017 00:17:25,6,21034,36.7406734505,-119.788368499
897 S ADLER AVE,Fresno,CA,01/01/2017 00:18:20,7,4528,36.7339353831,-119.725297500
313-399 E CALIFORNIA AVE,Fresno,CA,01/01/2017 00:18:41,11,3055,36.7214730390,-119.807699196
4580 E HUNTINGTON AVE,Fresno,CA,01/01/2017 00:23:30,5,4540,36.7391167791,-119.746273304
2546 S POPPY AVE,Fresno,CA,01/01/2017 00:23:40,6,3064,36.7088782994,-119.789972825
4443 E LIBERTY AVE,Fresno,CA,01/01/2017 00:23:48,11,4541,36.7305493572,-119.751412439
2370 S IVY AVE,Fresno,CA,01/01/2017 00:25:24,8,3068,36.7152241000,-119.793446532
728 N ECHO,Fresno,CA,01/01/2017 00:41:25,9,21094,36.7527109673,-119.803904313
4704 E ALTA AVE,Fresno,CA,01/01/2017 00:58:20,4,4589,36.7328805237,-119.740857555
313-399 E CALIFORNIA AVE,Fresno,CA,01/01/2017 00:18:41,11,3055,36.7214730390,-119.807699196
897 S ADLER AVE,Fresno,CA,01/01/2017 00:18:20,7,4528,36.7339353831,-119.725297500
433 N GLENN,Fresno,CA,01/01/2017 00:53:56,13,21106,36.7492257218,-119.794048795
427 S RECREATION AVE,Fresno,CA,01/02/2017 00:10:55,5,4660,36.7391551945,-119.738706818
2278 E LEWIS,Fresno,CA,01/02/2017 09:48:14,8,21202,36.7543827519,-119.783665224
707 N THESTA,Fresno,CA,01/03/2017 07:37:32,4,21222,36.7528866600,-119.783533287
1739 E DIVISADERO,Fresno,CA,01/03/2017 19:34:24,1,21233,36.7436990749,-119.789844754
3230 E BELMONT,Fresno,CA,,8,,,
335 N CALAVERAS,Fresno,CA,01/04/2017 22:41:37,1,21250,36.7475683973,-119.792121367
1160 E CHURCH AVE,Fresno,CA,01/04/2017 18:31:52,5,3135,36.7124555210,-119.796396319
3142 E BELMONT,Fresno,CA,01/05/2017 00:25:37,1,21251,36.7502584708,-119.771605247
1190 S WINERY AVE,Fresno,CA,01/05/2017 03:44:54,3,4681,36.7305760898,-119.733958945
2050 E THOMAS,Fresno,CA,01/05/2017 18:46:13,7,21265,36.7521969457,-119.786240781
1515 E JENSEN AVE,Fresno,CA,01/06/2017 21:34:13,2,3142,36.7082172829,-119.792851070
4723 E KINGS CANYON RD,Fresno,CA,01/07/2017 13:54:15,1,4715,36.7362052871,-119.739783261
4681 E HAMILTON AVE,Fresno,CA,01/07/2017 02:28:34,5,4713,36.7251351208,-119.742235150
3231 E THOMAS,Fresno,CA,01/08/2017 04:07:08,6,21299,36.7530632352,-119.770291188
1100-1346 E LORENA AVE,Fresno,CA,01/08/2017 01:08:47,7,3151,36.7196008694,-119.797384756
2193 S IVY AVE,Fresno,CA,01/10/2017 01:46:22,2,3160,36.7197600420,-119.792942287
831 N HARRISON,Fresno,CA,01/13/2017 20:11:57,8,21369,36.7535448398,-119.811340047
4615 E MONO AVE,Fresno,CA,01/13/2017 23:18:56,5,4754,36.7372321284,-119.744603543
849 S ADLER AVE,Fresno,CA,01/14/2017 23:48:32,10,4769,36.7344858018,-119.724979266
2265 E THOMAS,Fresno,CA,01/14/2017 03:08:08,6,21374,36.7529570283,-119.784612240
3316 E MADISON,Fresno,CA,01/20/2017 02:10:10,1,21473,36.7492560894,-119.768801388
CA-180,Fresno,CA,01/22/2017 00:28:08,10,21511,36.7549257970,-119.774153029
2637 E TYLER,Fresno,CA,01/22/2017 04:11:09,10,21517,36.7560713824,-119.779167898
945 E KAVILAND AVE,Fresno,CA,01/23/2017 19:40:15,16,3218,36.7087861169,-119.798863298
2512 S ELM AVE,Fresno,CA,01/23/2017 02:14:35,6,3217,36.7098853217,-119.790756027
837 N FARRIS,Fresno,CA,01/25/2017 00:31:50,10,21576,36.7537362068,-119.812016844
2358 S ATTUCKS AVE,Fresno,CA,01/25/2017 00:51:19,2,3222,36.7156505528,-119.808279196
831 N HARRISON,Fresno,CA,01/26/2017 23:44:10,5,21605,36.7535421155,-119.811386833
2614 S ELM AVE,Fresno,CA,01/27/2017 16:22:42,9,3233,36.7063299898,-119.791327661
854 S ADLER AVE,Fresno,CA,01/27/2017 19:28:12,8,4848,36.7344546798,-119.725630338
4112 E KERCKHOFF AVE,Fresno,CA,01/29/2017 13:49:18,3,4864,36.7403860567,-119.755891467
5039 E LANE AVE,Fresno,CA,01/29/2017 00:28:45,6,4858,36.7325096824,-119.725633145
2542-2578 S ELM AVE,Fresno,CA,01/29/2017 02:54:09,6,3247,36.7083051275,-119.791057715
841 N HARRISON,Fresno,CA,01/29/2017 00:44:00,10,21638,36.7539469585,-119.811372111
1176 N FERGER,Fresno,CA,01/29/2017 14:59:24,1,21648,36.7570172443,-119.807452364
4694 E EL MONTE WAY,Fresno,CA,02/02/2017 21:52:33,1,4899,36.7345227285,-119.741377777
643 S SIERRA VISTA AVE,Fresno,CA,02/02/2017 04:14:36,6,4894,36.7365030909,-119.741518409
1014 N ROOSEVELT,Fresno,CA,02/02/2017 19:47:52,6,21713,36.7561715435,-119.805187892
403 N FERGER,Fresno,CA,02/02/2017 21:21:28,8,21716,36.7488489763,-119.807484718
4719 E EL MONTE WAY,Fresno,CA,02/03/2017 21:02:10,3,4902,36.7350742413,-119.740076377
2143 E BELMONT,Fresno,CA,02/03/2017 01:37:52,7,21717,36.7507185432,-119.785238494
335 N COLLEGE,Fresno,CA,02/04/2017 20:26:18,4,21745,36.7479800357,-119.797639050
2371 S TUPMAN ST,Fresno,CA,02/04/2017 18:12:59,9,3271,36.7153731536,-119.796408059
1190 S WINERY AVE,Fresno,CA,02/05/2017 22:40:36,2,4920,36.7301266522,-119.734353978
835 E BELGRAVIA AVE,Fresno,CA,02/05/2017 21:18:14,12,3276,36.7161079723,-119.800336895
2300-2306 S CLARA AVE,Fresno,CA,02/09/2017 03:57:18,1,3286,36.7179224511,-119.796206123
5282-5348 E KINGS CANYON RD,Fresno,CA,02/10/2017 04:13:06,1,4943,36.7355141303,-119.713438352
4092 E HEATON AVE,Fresno,CA,02/10/2017 22:52:56,15,4951,36.7265643491,-119.756119695
3440 E GRANT,Fresno,CA,02/12/2017 02:37:20,7,21877,36.7485550370,-119.766710305
4713 E MONTECITO AVE,Fresno,CA,02/13/2017 05:46:24,10,4962,36.7341707569,-119.740349455
845 MAYOR AVE,Fresno,CA,02/13/2017 02:29:58,5,3301,36.7246315486,-119.799686749
4682 E HUNTINGTON AVE,Fresno,CA,02/13/2017 02:45:42,7,4961,36.7395079126,-119.741700450
532 N THIRD,Fresno,CA,02/14/2017 22:01:42,2,21938,36.7514297458,-119.768632429
4619 E LIBERTY AVE,Fresno,CA,02/15/2017 18:28:30,4,4982,36.7305336023,-119.744721031
353 N CLARK,Fresno,CA,02/16/2017 03:22:03,1,21957,36.7479056060,-119.786569238
298 N FRESNO,Fresno,CA,02/16/2017 02:18:59,6,21956,36.7463487597,-119.781435562
535 N FIFTH,Fresno,CA,02/18/2017 21:58:54,6,22021,36.7514755311,-119.765782801
4773 E MONTECITO AVE,Fresno,CA,02/18/2017 03:58:29,9,4995,36.7342647317,-119.737701687
948 N FARRIS,Fresno,CA,02/19/2017 03:02:52,10,22027,36.7549559487,-119.811855546
2611 E WASHINGTON,Fresno,CA,02/19/2017 02:26:15,2,22025,36.7479551568,-119.780106140
4675 E MONTECITO AVE,Fresno,CA,02/19/2017 03:50:57,5,5002,36.7340721622,-119.741946297
2579 S ELM AVE,Fresno,CA,02/19/2017 02:31:46,9,3311,36.7081789338,-119.790564908
911 E DRUMMOND AVE,Fresno,CA,02/24/2017 00:22:47,2,3318,36.7060330815,-119.799368601
4793 E EL MONTE WAY,Fresno,CA,02/25/2017 02:00:11,1,5052,36.7352687374,-119.736645821
2100-2126 S MAUD AVE,Fresno,CA,02/26/2017 01:33:53,5,3333,36.7211747310,-119.803047140
2024 E MCKENZIE,Fresno,CA,02/27/2017 00:44:12,1,22154,36.7467610406,-119.786141967
2100-2126 S MAUD AVE,Fresno,CA,02/27/2017 22:51:42,5,3338,36.7213148584,-119.802973395
1051-1099 MARIPOSA ST,Fresno,CA,03/03/2017 22:31:29,7,3353,36.7282388258,-119.800555695
1620 S CHANCE AVE,Fresno,CA,03/03/2017 21:51:37,8,5092,36.7265189363,-119.752541869
900-998 INYO ST,Fresno,CA,03/04/2017 11:17:03,14,3354,36.7242974895,-119.798644437
2369 S M.L.K. JR BLVD,Fresno,CA,03/04/2017 20:04:17,8,3357,36.7153680287,-119.799823422
50 N FULTON,Fresno,CA,03/04/2017 16:57:17,1,22270,36.7439017186,-119.800379821
730-798 KERN ST,Fresno,CA,03/04/2017 16:01:21,7,3356,36.7239967077,-119.801434987
1040 N DELPHIA,Fresno,CA,03/05/2017 15:54:50,2,22278,36.7562048444,-119.793571376
2240 E LEWIS,Fresno,CA,03/06/2017 19:14:28,8,22289,36.7544211644,-119.784489712
1718 E LEWIS,Fresno,CA,03/08/2017 01:52:08,2,22312,36.7545039859,-119.790292036
3012 E IOWA,Fresno,CA,03/11/2017 02:18:18,2,22384,36.7440755765,-119.774291740
351-399 N 7TH ST,Fresno,CA,03/11/2017 02:13:33,1,22382,36.7477960965,-119.762675464
905 N THORNE,Fresno,CA,03/12/2017 20:04:54,4,22398,36.7540159408,-119.814036926
3292 E CLAY,Fresno,CA,03/12/2017 03:58:47,1,22393,36.7566969844,-119.769047768
750 E OLIVE,Fresno,CA,03/13/2017 03:39:55,1,22409,36.7575847123,-119.802172453
1115 E DIVISADERO,Fresno,CA,03/14/2017 01:43:34,1,22423,36.7438594255,-119.797474250
4030 E MONO AVE,Fresno,CA,03/14/2017 00:21:15,1,5151,36.7366160137,-119.756928261
3312 E CLAY,Fresno,CA,03/15/2017 02:13:28,16,22443,36.7565623134,-119.768847057
2422 E LEWIS,Fresno,CA,03/15/2017 03:59:01,5,22445,36.7542147905,-119.781818794
508 N VAN NESS,Fresno,CA,03/15/2017 22:33:05,8,22459,36.7503785320,-119.798289424
4775 E KINGS CANYON RD,Fresno,CA,03/16/2017 22:22:39,1,5161,36.7363283460,-119.737629806
4846 E KINGS CANYON RD,Fresno,CA,03/17/2017 20:30:26,2,5165,36.7355258790,-119.734757994
1925 E TYLER,Fresno,CA,03/18/2017 19:59:10,1,22528,36.7561908080,-119.787746126
2988 E THOMAS,Fresno,CA,03/18/2017 18:41:37,1,22527,36.7522441516,-119.774872306
231-239 S MAPLE AVE,Fresno,CA,03/19/2017 03:14:53,1,5176,36.7414210395,-119.745446327
48 E OLIVE,Fresno,CA,03/21/2017 04:24:44,1,22560,36.7571671543,-119.811632196
828 E OLIVE,Fresno,CA,03/22/2017 03:42:37,1,22574,36.7576718199,-119.800411145
715 E OLIVE AVE,Fresno,CA,03/25/2017 23:14:51,1,22631,36.7579938217,-119.802946329
222 E BELMONT,Fresno,CA,03/25/2017 23:13:10,1,22630,36.7495643228,-119.808413200
272 N PALM AVE,Fresno,CA,03/26/2017 05:09:38,1,22641,36.7472914144,-119.807993974
200 N COLLEGE,Fresno,CA,03/27/2017 21:29:03,3,22661,36.7459129239,-119.797907218
8 E OLIVE,Fresno,CA,03/29/2017 03:24:15,1,22685,36.7575631729,-119.813074991
2315 E TYLER,Fresno,CA,03/29/2017 21:15:49,5,22703,36.7554467461,-119.783061759
830 E BELMONT,Fresno,CA,03/29/2017 04:16:32,2,22686,36.7502733405,-119.801051639
2215 E LEWIS,Fresno,CA,03/30/2017 05:06:16,8,22709,36.7549285573,-119.785071486
3307 E IOWA,Fresno,CA,04/01/2017 20:39:54,4,22768,36.7441982984,-119.769032368
3638 E HUNTINGTON BLVD,Fresno,CA,04/01/2017 05:43:28,9,22751,36.7387676317,-119.763180157
2100-2126 S MAUD AVE,Fresno,CA,04/01/2017 00:23:40,5,3460,36.7209186834,-119.803119272
2250-2274 S WALNUT AVE,Fresno,CA,04/02/2017 02:36:09,1,3464,36.7183800852,-119.809074106
3333 E NEVADA,Fresno,CA,04/02/2017 03:09:08,3,22783,36.7459973733,-119.768477329
2305 E CLAY,Fresno,CA,04/02/2017 02:29:06,2,22782,36.7565385029,-119.783479897
1141 N ECHO,Fresno,CA,04/04/2017 23:48:48,1,22836,36.7576602545,-119.804505516
573 S SIERRA VISTA AVE,Fresno,CA,04/04/2017 22:06:54,1,5343,36.7362634880,-119.741499324
3116 E THOMAS,Fresno,CA,04/05/2017 23:32:38,1,22857,36.7525728497,-119.772066885
462 N YOSEMITE,Fresno,CA,04/05/2017 22:26:29,5,22855,36.7502695348,-119.801240405
916 N FULTON,Fresno,CA,04/10/2017 21:30:04,1,22970,36.7540116084,-119.800271348
916 N FULTON,Fresno,CA,04/11/2017 03:11:50,1,22971,36.7540239536,-119.800292072
2146-2150 S GENEVA AVE,Fresno,CA,04/12/2017 18:59:49,5,3506,36.7205181587,-119.792100852
94 E BELMONT,Fresno,CA,04/13/2017 03:14:28,1,23015,36.7501523290,-119.810941260
726-798 TULARE ST,Fresno,CA,04/13/2017 16:03:16,10,3512,36.7249213365,-119.802256183
527 N THIRD,Fresno,CA,04/15/2017 20:48:03,2,23065,36.7511259377,-119.769677247
2198-2248 S MAUD AVE,Fresno,CA,04/15/2017 02:17:00,20,3520,36.7192057393,-119.802939912
924-934 E BYRD AVE,Fresno,CA,04/16/2017 01:48:47,1,3526,36.7092677332,-119.799156949
552 N SECOND,Fresno,CA,04/17/2017 21:22:32,13,23131,36.7514310012,-119.770816708
2216 E WEBSTER,Fresno,CA,04/17/2017 00:50:40,1,23113,36.7572324774,-119.784993419
2180 S TUPMAN ST,Fresno,CA,04/17/2017 22:58:34,1,3539,36.7200359622,-119.796530274
2205 E CLAY,Fresno,CA,04/17/2017 03:53:44,17,23118,36.7564705882,-119.785228855
307 N VAN NESS,Fresno,CA,04/18/2017 10:44:03,2,23135,36.7473646291,-119.799163331
1490 E PATTERSON,Fresno,CA,04/18/2017 00:50:51,1,23133,36.7558196018,-119.792794151
2205 E CLAY,Fresno,CA,04/19/2017 13:40:40,9,23160,36.7564232292,-119.785389305
644 E OLIVE,Fresno,CA,04/20/2017 03:41:39,2,23168,36.7573183445,-119.802885687
2306 E TYLER,Fresno,CA,04/21/2017 04:18:56,15,23186,36.7552528457,-119.783537254
901-999 POTTLE AVE,Fresno,CA,04/21/2017 22:46:54,6,3572,36.7239038060,-119.802583693
3090 E HARVEY,Fresno,CA,04/21/2017 06:29:01,2,23188,36.7536233444,-119.772480880
3312 E MADISON,Fresno,CA,04/22/2017 00:47:37,2,23214,36.7494575898,-119.768905908
4710 E KINGS CANYON RD,Fresno,CA,04/23/2017 00:18:38,7,5590,36.7357569407,-119.740504933
1140 N VAN NESS,Fresno,CA,04/23/2017 02:13:04,1,23243,36.7572038520,-119.798809877
2253 E LEWIS,Fresno,CA,04/23/2017 22:31:43,17,23260,36.7549703407,-119.784205167
2831 E MCKENZIE,Fresno,CA,04/24/2017 00:38:41,1,23266,36.7470797429,-119.777440260
1114 POTTLE AVE,Fresno,CA,04/24/2017 21:36:26,2,3606,36.7260326452,-119.804130205
870-898 E CALIFORNIA AVE,Fresno,CA,04/25/2017 17:21:51,5,3611,36.7211378981,-119.800197031
637 N SHERMAN,Fresno,CA,04/25/2017 11:00:25,1,23278,36.7523188174,-119.773751626
441 E DENNETT,Fresno,CA,04/25/2017 02:52:56,1,23275,36.7559609561,-119.805578369
202 N MARIPOSA,Fresno,CA,04/26/2017 20:39:30,1,23300,36.7440473621,-119.779096454
220 E OLIVE,Fresno,CA,04/28/2017 01:36:00,1,23324,36.7578931442,-119.809108045
3321 E ILLINOIS,Fresno,CA,04/28/2017 01:09:20,14,23323,36.7454275187,-119.768711099
2624 E CLAY,Fresno,CA,04/28/2017 01:09:11,17,23322,36.7566240450,-119.779338945
3607 E TYLER,Fresno,CA,04/29/2017 01:42:44,1,23342,36.7561287893,-119.764600012
48 E OLIVE,Fresno,CA,04/30/2017 06:16:09,1,23377,36.7572380847,-119.811544497
712 E ELIZABETH,Fresno,CA,04/30/2017 03:19:30,7,23376,36.7545602066,-119.802701122
1162-1198 VENTURA ST,Fresno,CA,04/30/2017 03:19:20,7,3686,36.7241740122,-119.793748644
441 N CLARK,Fresno,CA,05/01/2017 21:09:24,1,23401,36.7495128447,-119.786218072
244 N ROOSEVELT,Fresno,CA,05/01/2017 17:59:53,6,23399,36.7463581670,-119.805590441
,Fresno,CA,,2,,,
1138 N SAN PABLO,Fresno,CA,05/04/2017 04:12:20,1,23455,36.7576333944,-119.794963352
CA-99,Fresno,CA,05/04/2017 04:53:25,2,3750,36.7243904072,-119.792349149
249 E BELMONT,Fresno,CA,05/05/2017 22:45:53,2,23512,36.7505604450,-119.808608904
2148-2196 S MAUD AVE,Fresno,CA,05/06/2017 02:08:01,10,3791,36.7197976330,-119.803239556
1200-1298 S RECREATION AVE,Fresno,CA,05/07/2017 03:19:13,2,5836,36.7299175516,-119.738967135
904 N ROOSEVELT,Fresno,CA,05/07/2017 00:14:10,16,23578,36.7540792094,-119.805090272
839 N WILSON,Fresno,CA,05/07/2017 07:39:42,1,23586,36.7539703326,-119.806718670
3115 E CLAY,Fresno,CA,05/08/2017 21:27:33,1,23631,36.7570518667,-119.772054445
540 S DEARING AVE,Fresno,CA,05/09/2017 00:19:17,3,5867,36.7373755348,-119.738516905
1203-1213 E GARRETT AVE,Fresno,CA,05/09/2017 23:36:32,7,3864,36.7078753402,-119.796125141
2184 S BARDELL AVE,Fresno,CA,05/11/2017 21:57:56,8,3885,36.7196782025,-119.797606759
411 N YOSEMITE,Fresno,CA,05/11/2017 03:27:04,2,23680,36.7488212197,-119.802286285
2136 S BARDELL AVE,Fresno,CA,05/13/2017 21:49:06,4,3915,36.7206796329,-119.797712759
801-899 INYO ST,Fresno,CA,05/13/2017 16:39:54,6,3909,36.7240580727,-119.799084723
4989-4995 E BALCH AVE,Fresno,CA,05/13/2017 03:59:27,1,5946,36.7386601655,-119.729563753
340 N FULTON,Fresno,CA,05/14/2017 04:09:11,1,23733,36.7484580975,-119.800078739
341 S MAPLE AVE,Fresno,CA,05/14/2017 22:21:58,2,5988,36.7407781668,-119.745413441
3190 E TULARE,Fresno,CA,05/15/2017 22:32:43,1,23776,36.7431044980,-119.771488380
3014 E OLIVE,Fresno,CA,05/16/2017 20:10:27,1,23786,36.7573875875,-119.774325833
1100-1198 S CHANCE AVE,Fresno,CA,05/16/2017 19:32:46,4,6021,36.7309237038,-119.751509050
2995 E TULARE,Fresno,CA,05/17/2017 06:52:37,1,23812,36.7432808582,-119.775371486
3420 E BELMONT,Fresno,CA,05/17/2017 02:58:33,7,23810,36.7500643007,-119.767563256
4250-4306 E HAMILTON AVE,Fresno,CA,05/18/2017 00:27:17,1,6048,36.7248865638,-119.753204974
357-365 S MERIDIAN AVE,Fresno,CA,05/20/2017 02:09:02,2,6090,36.7399711276,-119.746453058
734 C ST,Fresno,CA,05/20/2017 01:26:20,4,4017,36.7261002123,-119.794967391
4615-4699 E MONO AVE,Fresno,CA,05/22/2017 23:50:06,1,6146,36.7369092285,-119.744564130
354 N PALM,Fresno,CA,05/22/2017 21:28:03,1,23984,36.7484254747,-119.808217793
2155 S BARDELL AVE,Fresno,CA,05/22/2017 21:36:03,1,4060,36.7201923387,-119.797376456
708 E OLIVE,Fresno,CA,05/23/2017 23:07:58,1,23996,36.7578467787,-119.802662602
4827 E LANE AVE,Fresno,CA,05/24/2017 02:06:45,9,6156,36.7324094170,-119.735047016
1127 SANTA CLARA ST,Fresno,CA,05/25/2017 22:45:11,1,4106,36.7230699183,-119.793268456
1028 MAYOR AVE,Fresno,CA,05/25/2017 20:58:28,7,4102,36.7269684186,-119.801182986
439 S BACKER AVE,Fresno,CA,05/25/2017 02:29:34,2,6165,36.7386690090,-119.743608561
704 C ST,Fresno,CA,05/25/2017 03:13:46,1,4098,36.7256861252,-119.794943178
4635 E EL MONTE WAY,Fresno,CA,05/26/2017 02:12:51,1,6172,36.7353277323,-119.743870157
1032 KLETTE AVE,Fresno,CA,05/26/2017 22:05:04,1,4142,36.7237709408,-119.805144289
1257 E BELMONT AVE,Fresno,CA,05/26/2017 02:20:30,1,24049,36.7504201131,-119.813726082
4635 E EL MONTE WAY,Fresno,CA,05/26/2017 19:46:02,2,6182,36.7353903066,-119.744009096
4519 E FILLMORE AVE,Fresno,CA,05/27/2017 00:35:01,5,6189,36.7413775853,-119.748881103
3478 E CLAY,Fresno,CA,05/27/2017 21:14:16,1,24081,36.7567659781,-119.766209720
2056 E WHITE,Fresno,CA,05/28/2017 23:36:27,1,24125,36.7511610747,-119.785744859
2420 E CLAY,Fresno,CA,05/28/2017 02:14:16,2,24106,36.7559909702,-119.782048686
137 E DENNETT,Fresno,CA,05/29/2017 20:17:09,1,24150,36.7560147257,-119.809887001
4926 E BALCH AVE,Fresno,CA,05/29/2017 20:29:02,1,6281,36.7386140077,-119.731187068
2976 E GRANT,Fresno,CA,05/29/2017 01:38:07,3,24130,36.7482387044,-119.774988339
2186 S BARDELL AVE,Fresno,CA,05/29/2017 02:17:18,1,4190,36.7198465683,-119.797727291
1150 N FIRST,Fresno,CA,05/30/2017 00:34:46,1,24160,36.7572889197,-119.772438271
897 S ADLER AVE,Fresno,CA,05/30/2017 00:56:23,5,6299,36.7344892612,-119.724947034
925 N CLARK,Fresno,CA,05/31/2017 00:01:44,1,24185,36.7554342637,-119.785431074
163 N SECOND,Fresno,CA,06/01/2017 04:16:13,1,24214,36.7444193443,-119.770979757
1257 E BELMONT AVE,Fresno,CA,06/01/2017 03:07:57,1,24211,36.7505148928,-119.813896956
284 N FERGER,Fresno,CA,06/02/2017 23:51:21,1,24262,36.7474754589,-119.806812233
