address,city,state,datetime,numrounds,shotspotterflexid,lat,long
5086-5110 E KINGS CANYON RD,Fresno,CA,06/23/2016 22:03:57,2,517,36.7349575893,-119.721924570
475 N SAN PABLO AVE,Fresno,CA,06/24/2016 04:37:48,12,12255,36.7504405944,-119.794790828
2803 E WASHINGTON AVE,Fresno,CA,06/25/2016 21:50:54,1,12419,36.7477440983,-119.778099879
4715 E EL MONTE WAY,Fresno,CA,06/25/2016 22:16:15,7,654,36.7353490162,-119.740271709
3345 E IOWA AVE,Fresno,CA,06/26/2016 22:48:58,1,12537,36.7441224359,-119.768279612
208 N SAN PABLO AVE,Fresno,CA,06/27/2016 02:51:15,5,12560,36.7451788333,-119.794545175
203 N GLENN AVE,Fresno,CA,06/27/2016 01:05:15,4,12556,36.7452308530,-119.793828902
720 N FISHER ST,Fresno,CA,06/30/2016 01:57:04,6,12774,36.7533837757,-119.769756056
2345 S BARDELL AVE,Fresno,CA,07/01/2016 18:21:47,9,514,36.7159950911,-119.797301945
203 N GLENN AVE,Fresno,CA,07/01/2016 23:19:36,1,13051,36.7452701245,-119.793630380
121 N COLLEGE AVE,Fresno,CA,07/02/2016 21:25:37,5,13213,36.7444686795,-119.798400821
114 N VAN NESS AVE,Fresno,CA,07/02/2016 21:25:36,4,13212,36.7444262274,-119.798490740
3333 E GRANT AVE,Fresno,CA,07/03/2016 00:04:44,17,13340,36.7488040908,-119.768380977
1033 E ELIZABETH ST,Fresno,CA,07/04/2016 21:04:39,2,14612,36.7556113956,-119.797691167
738 N ABBY,Fresno,CA,07/04/2016 21:06:23,1,14615,36.7533464787,-119.788933764
455 N FERGER AVE,Fresno,CA,07/04/2016 21:00:09,1,14590,36.7497630678,-119.807004815
130 N SAN PABLO AVE,Fresno,CA,07/04/2016 03:51:09,7,14000,36.7447571640,-119.794163271
2805 E MCKENZIE AVE,Fresno,CA,07/04/2016 20:50:43,4,14534,36.7468708422,-119.778153263
224 N CALAVERAS ST,Fresno,CA,07/04/2016 20:56:51,1,14566,36.7454520795,-119.791265868
3615 E OLIVE AVE,Fresno,CA,07/05/2016 00:36:05,4,15593,36.7578982134,-119.764140927
3352 E WASHINGTON AVE,Fresno,CA,07/06/2016 11:49:45,8,16092,36.7477601248,-119.768210508
2344 S EUNICE AVE,Fresno,CA,07/06/2016 21:35:46,8,1613,36.7162448210,-119.794588025
3053 E GRANT AVE,Fresno,CA,07/06/2016 22:21:50,1,16195,36.7490750441,-119.773384544
320 N EFFIE ST,Fresno,CA,07/07/2016 18:29:04,1,16235,36.7472219454,-119.788153535
210 N 4TH ST,Fresno,CA,07/07/2016 15:19:00,6,16233,36.7456091185,-119.767516164
2359 S BANNEKER AVE,Fresno,CA,07/07/2016 08:03:47,5,1621,36.7159165280,-119.806903372
837 N GLENN AVE,Fresno,CA,07/08/2016 02:20:25,1,16305,36.7538123356,-119.793115417
3306 E NEVADA AVE,Fresno,CA,07/08/2016 00:39:39,3,16297,36.7457704474,-119.769251204
1022 N CLARK ST,Fresno,CA,07/10/2016 02:46:47,1,16456,36.7558576627,-119.785462276
462 N YOSEMITE AVE,Fresno,CA,07/11/2016 23:32:14,1,16623,36.7500597010,-119.801270981
246 S MERIDIAN AVE,Fresno,CA,07/11/2016 03:14:34,8,2664,36.7411748416,-119.747118446
4305 E LOWE AVE,Fresno,CA,07/11/2016 20:51:21,3,2674,36.7317299463,-119.753324598
3234 E IOWA AVE,Fresno,CA,07/14/2016 04:38:35,3,16706,36.7437048431,-119.770017333
917 N THESTA ST,Fresno,CA,07/14/2016 21:42:28,1,16730,36.7547326003,-119.783676250
3141 E GRANT AVE,Fresno,CA,07/15/2016 21:18:40,4,16754,36.7488791006,-119.771476139
1450 E THOMAS AVE,Fresno,CA,07/15/2016 02:44:02,1,16741,36.7522687314,-119.793835937
2315 E TYLER AVE,Fresno,CA,07/16/2016 23:53:24,4,16826,36.7557124828,-119.782971129
654 N 3RD ST,Fresno,CA,07/17/2016 20:08:42,1,16857,36.7528596231,-119.768995701
569 S WOODROW AVE,Fresno,CA,07/18/2016 22:19:29,10,2796,36.7371880404,-119.742567134
923 KLETTE AVE,Fresno,CA,07/19/2016 22:45:09,1,1810,36.7225629701,-119.804675219
3052 E WHITE AVE,Fresno,CA,07/19/2016 21:01:08,4,16919,36.7509948076,-119.773464411
279 N ECHO AVE,Fresno,CA,07/19/2016 19:55:46,1,16918,36.7470156350,-119.804724970
2310 S EUNICE AVE,Fresno,CA,07/19/2016 04:33:29,5,1807,36.7174582469,-119.794763207
2163 S WELLER AVE,Fresno,CA,07/19/2016 04:10:56,2,1806,36.7202509464,-119.798158926
757 E FRANKLIN AVE,Fresno,CA,07/20/2016 21:08:34,3,16958,36.7489039421,-119.802058211
2226 S ELM AVE,Fresno,CA,07/21/2016 23:25:54,10,1821,36.7190654644,-119.791228715
305 N CLARK ST,Fresno,CA,07/23/2016 01:51:07,4,17053,36.7468941821,-119.786093094
1404 E OLIVE AVE,Fresno,CA,07/23/2016 17:44:18,4,17067,36.7575812812,-119.793879658
2952 E HUNTINGTON BLVD,Fresno,CA,07/24/2016 04:47:54,4,17089,36.7389259831,-119.775210381
1249 E LORENA AVE,Fresno,CA,07/24/2016 21:52:42,7,1886,36.7198104591,-119.795896185
224 S ORCHARD ST,Fresno,CA,07/24/2016 05:45:23,1,17090,36.7411414238,-119.774519901
2104 S TUPMAN ST,Fresno,CA,07/24/2016 01:32:30,5,1882,36.7214120985,-119.796517954
510 S JACKSON AVE,Fresno,CA,07/25/2016 01:28:08,13,2888,36.7378085292,-119.747949129
127 S BARTON AVE,Fresno,CA,07/26/2016 04:04:50,1,2898,36.7425506729,-119.749497852
2411 S ELM AVE,Fresno,CA,07/28/2016 21:56:42,16,1904,36.7135417183,-119.790633208
354 N EFFIE ST,Fresno,CA,07/28/2016 00:42:19,3,17195,36.7478746695,-119.787745048
2175 S EUNICE AVE,Fresno,CA,07/28/2016 04:27:06,1,1899,36.7201868284,-119.794154494
101 N BOND ST,Fresno,CA,07/29/2016 22:36:41,5,17240,36.7559109805,-119.768106476
850 E CALIFORNIA AVE,Fresno,CA,07/30/2016 18:20:50,3,1915,36.7211400860,-119.800155945
2958 E WASHINGTON,Fresno,CA,07/30/2016 02:24:42,2,17244,36.7474672369,-119.776084456
149 N ABBY ST,Fresno,CA,07/31/2016 05:30:30,1,17276,36.7443696221,-119.789386448
240 N EFFIE ST,Fresno,CA,07/31/2016 04:05:16,1,17275,36.7459524131,-119.788283887
187 N BROADWAY ST,Fresno,CA,08/01/2016 00:59:03,1,17303,36.7455736772,-119.803179557
467 N VALERIA ST,Fresno,CA,08/01/2016 00:11:00,4,17299,36.7502909149,-119.784966858
2136 S BARDELL AVE,Fresno,CA,08/01/2016 08:22:54,16,1921,36.7208480553,-119.797739723
2003 E WHITE AVE,Fresno,CA,08/02/2016 22:22:15,3,17330,36.7522415963,-119.787126699
733 TULARE ST,Fresno,CA,08/05/2016 00:42:52,1,1932,36.7251120285,-119.802812173
2050 E THOMAS AVE,Fresno,CA,08/06/2016 22:07:23,6,17453,36.7522557890,-119.785885514
437 N YOSEMITE AVE,Fresno,CA,08/06/2016 03:28:44,8,17444,36.7495277599,-119.801710032
462 N YOSEMITE AVE,Fresno,CA,08/08/2016 03:50:17,1,17486,36.7502051059,-119.801316724
481 N CALAVERAS ST,Fresno,CA,08/08/2016 00:28:27,12,17483,36.7500507837,-119.792096005
337 N SAN PABLO AVE,Fresno,CA,08/09/2016 00:50:51,1,17505,36.7473901099,-119.795216354
1108 B ST,Fresno,CA,08/11/2016 01:09:16,1,1960,36.7289385022,-119.799775490
1206 N EFFIE ST,Fresno,CA,08/12/2016 18:52:34,3,17579,36.7583754161,-119.787465578
557 N BOND ST,Fresno,CA,08/12/2016 01:10:23,6,17573,36.7514748527,-119.768032528
723 KERN ST,Fresno,CA,08/13/2016 20:56:06,2,1981,36.7239040871,-119.801876069
115 S BARTON AVE,Fresno,CA,08/14/2016 23:53:41,2,3069,36.7429982523,-119.749832654
4739 E LAUREL AVE,Fresno,CA,08/14/2016 02:01:05,4,3057,36.7404348656,-119.739784629
311 N ABBY ST,Fresno,CA,08/15/2016 02:49:44,1,17667,36.7470208885,-119.790436772
108 N ANGUS AVE,Fresno,CA,08/15/2016 22:42:32,10,17673,36.7415004072,-119.776805413
293 N SAN PABLO AVE,Fresno,CA,08/16/2016 22:43:59,1,17689,36.7466949513,-119.794726740
721-725 S ARCHIE AVE,Fresno,CA,08/16/2016 22:30:24,2,3074,36.7352608404,-119.753452459
2004 E WHITE AVE,Fresno,CA,08/17/2016 21:44:33,1,17691,36.7512223585,-119.786910120
3604 E IOWA AVE,Fresno,CA,08/18/2016 04:08:43,6,17695,36.7438966780,-119.764173960
144 N EFFIE ST,Fresno,CA,08/19/2016 03:20:26,12,17706,36.7442757614,-119.788208366
401 N SAN PABLO AVE,Fresno,CA,08/20/2016 02:20:24,1,17746,36.7486591787,-119.795202570
604 N 4TH ST,Fresno,CA,08/20/2016 03:34:23,1,17751,36.7520462462,-119.766487206
3071 E MADISON AVE,Fresno,CA,08/20/2016 01:51:26,1,17745,36.7498152221,-119.772910616
444 N SAN PABLO AVE,Fresno,CA,08/20/2016 01:01:18,11,17744,36.7493755296,-119.794224294
315 N DIANA ST,Fresno,CA,08/21/2016 00:50:55,1,17791,36.7472824502,-119.787350532
411 N GLENN AVE,Fresno,CA,08/21/2016 01:06:29,10,17793,36.7489920817,-119.794024604
540-572 E CALIFORNIA AVE,Fresno,CA,08/23/2016 05:42:20,3,2029,36.7213027263,-119.805928145
3455 E WHITE AVE,Fresno,CA,08/24/2016 22:51:19,1,17839,36.7519718178,-119.766361501
2636 E BELMONT AVE,Fresno,CA,08/25/2016 23:51:44,2,17850,36.7500965629,-119.779365060
319 S HAYSTON AVE,Fresno,CA,08/26/2016 22:44:38,4,3111,36.7402404471,-119.748779184
737 S ADLER AVE,Fresno,CA,08/26/2016 23:24:21,7,3113,36.7353147621,-119.725569243
410 E DENNETT AVE,Fresno,CA,08/26/2016 23:12:39,1,17936,36.7554121014,-119.806688369
108 E OLIVE AVE,Fresno,CA,08/27/2016 03:26:43,1,17945,36.7574520331,-119.810285190
1122 MAYOR AVE,Fresno,CA,08/28/2016 23:03:24,3,2067,36.7275729743,-119.802390631
901-999 POTTLE AVE,Fresno,CA,08/28/2016 00:38:12,1,2061,36.7241608033,-119.802796649
740 S CHANCE AVE,Fresno,CA,08/28/2016 01:40:20,2,3122,36.7354161975,-119.751307016
176-184 S 1ST ST,Fresno,CA,08/28/2016 19:03:02,8,18001,36.7414317243,-119.772601708
CA-180,Fresno,CA,08/29/2016 22:49:05,1,18034,36.7543625383,-119.772770241
600-608 N FRESNO ST,Fresno,CA,08/29/2016 04:17:21,3,18022,36.7516390355,-119.781499568
434 N GLENN AVE,Fresno,CA,08/30/2016 00:11:14,7,18042,36.7493345846,-119.792710173
1040 N THORNE AVE,Fresno,CA,08/30/2016 12:10:02,4,18050,36.7565330526,-119.812637830
618 S 11TH ST,Fresno,CA,09/01/2016 19:46:09,5,3141,36.7367901832,-119.756262703
2832 E GRANT AVE,Fresno,CA,09/01/2016 02:03:13,1,18080,36.7481811896,-119.777363255
453 N 4TH ST,Fresno,CA,09/01/2016 21:42:48,1,18097,36.7502465108,-119.767604261
3636 E OLIVE AVE,Fresno,CA,09/03/2016 01:53:32,2,18127,36.7574370957,-119.764049396
902 S ARCHIE AVE,Fresno,CA,09/05/2016 19:26:18,6,3181,36.7340363899,-119.753514140
1129-1169 N SHERMAN CT,Fresno,CA,09/05/2016 23:15:44,6,18209,36.7568654904,-119.773709930
4607 E MONO AVE,Fresno,CA,09/06/2016 00:34:16,10,3184,36.7372134165,-119.745077522
4200-4258 E TULARE AVE,Fresno,CA,09/08/2016 17:18:21,1,3204,36.7430961415,-119.754225795
2051 E TYLER AVE,Fresno,CA,09/10/2016 03:02:38,1,18268,36.7558996328,-119.785698203
1901 E CLAY AVE,Fresno,CA,09/11/2016 03:31:36,8,18282,36.7566467723,-119.788191479
453 N ORCHARD ST,Fresno,CA,09/11/2016 04:11:17,7,18283,36.7498584232,-119.774855291
4084 E LIBERTY AVE,Fresno,CA,09/11/2016 21:52:25,8,3232,36.7300730137,-119.756210528
2172 S WELLER AVE,Fresno,CA,09/11/2016 00:09:43,2,2128,36.7201132630,-119.798747037
3501-3599 E HARVEY AVE,Fresno,CA,09/11/2016 19:57:54,1,18291,36.7541827540,-119.765033911
300-306 N 2ND ST,Fresno,CA,09/12/2016 21:28:18,1,18313,36.7469427842,-119.770884882
2966 E MADISON AVE,Fresno,CA,09/12/2016 23:28:58,1,18316,36.7494886639,-119.775278293
3243-3299 E HARVEY AVE,Fresno,CA,09/13/2016 21:03:50,4,18331,36.7541450520,-119.769844961
1924 E HARVEY AVE,Fresno,CA,09/15/2016 23:50:20,3,18391,36.7532755605,-119.787712499
2317 E LEWIS AVE,Fresno,CA,09/18/2016 03:55:35,5,18452,36.7546008735,-119.783062228
4212 E KINGS CANYON RD,Fresno,CA,09/18/2016 00:36:49,2,3258,36.7357312435,-119.753987456
2334-2340 E TYLER AVE,Fresno,CA,09/19/2016 01:12:57,6,18467,36.7554480279,-119.782686535
1950 E TYLER AVE,Fresno,CA,09/21/2016 01:06:31,3,18492,36.7552012235,-119.787147058
936 E FLORENCE AVE,Fresno,CA,09/22/2016 05:35:29,7,2178,36.7177745699,-119.799275940
1902 E CLAY AVE,Fresno,CA,09/22/2016 00:22:20,1,18509,36.7561038786,-119.788157648
1006 N ADOLINE AVE,Fresno,CA,09/22/2016 22:32:39,1,18525,36.7559402717,-11.000000000
2504 S ELM AVE,Fresno,CA,09/22/2016 20:55:16,5,2183,36.7104872947,-119.793112532
3056 E MADISON AVE,Fresno,CA,09/24/2016 19:52:23,2,18563,36.7492007704,-119.773201139
1201-1251 N CLARK ST,Fresno,CA,09/24/2016 00:57:04,6,18549,36.7584420967,-119.785886943
3345 E NEVADA AVE,Fresno,CA,09/24/2016 20:58:04,7,18564,36.7459685689,-119.768323964
3128 E IOWA AVE,Fresno,CA,09/25/2016 22:21:31,8,18596,36.7437048048,-119.771713600
640-698 N FISHER ST,Fresno,CA,09/28/2016 02:30:18,3,18625,36.7528259589,-119.770249273
1895 S 9TH ST,Fresno,CA,09/29/2016 18:52:23,1,3323,36.7241296538,-119.758258122
1909 E GRANT AVE,Fresno,CA,10/01/2016 19:12:19,5,18686,36.7487012348,-119.788044886
1800-1898 E BELMONT AVE,Fresno,CA,10/02/2016 02:04:54,3,18713,36.7502496331,-119.788922339
1129 B ST,Fresno,CA,10/02/2016 00:37:53,2,2225,36.7288820624,-119.800552633
2505 E BELMONT AVE,Fresno,CA,10/02/2016 02:03:27,5,18712,36.7505330235,-119.781308302
4450-4464 E HAMILTON AVE,Fresno,CA,10/03/2016 23:59:09,3,3358,36.7248637830,-119.750786660
331 N DIANA ST,Fresno,CA,10/03/2016 22:36:25,10,18740,36.7475408979,-119.787150316
1701-1799 E CLAY AVE,Fresno,CA,10/05/2016 02:07:21,1,18762,36.7564813735,-119.789744747
115 E FRANKLIN AVE,Fresno,CA,10/06/2016 21:45:08,3,18776,36.7477619894,-119.798120165
3480 E HARVEY AVE,Fresno,CA,10/06/2016 22:52:27,5,18780,36.7540632960,-119.766805543
906-998 N CLARK ST,Fresno,CA,10/07/2016 00:16:40,3,18781,36.7551322579,-119.785350589
325 S CALLISCH,Fresno,CA,10/08/2016 23:09:51,1,18822,36.7392080239,-119.775449250
3352 E MADISON,Fresno,CA,10/08/2016 02:03:33,1,18804,36.7491559005,-119.768005657
411 E BELMONT,Fresno,CA,10/09/2016 00:38:02,1,18825,36.7505064049,-119.807408610
3632 E BELMONT,Fresno,CA,10/09/2016 23:36:04,2,18832,36.7504355199,-119.763017159
548 N BLACKSTONE,Fresno,CA,10/10/2016 02:30:08,7,18833,36.7517335163,-119.789431767
911 S CHANCE AVE,Fresno,CA,10/11/2016 00:37:30,3,3408,36.7341370642,-119.749617129
1025 INYO ST,Fresno,CA,10/12/2016 23:10:21,1,2270,36.7253135439,-119.797619254
4588 E HUNTINGTON AVE,Fresno,CA,10/16/2016 01:10:56,1,3435,36.7394362104,-119.745986690
3355 E TULARE,Fresno,CA,10/20/2016 19:06:30,40,18997,36.7432537631,-119.767799464
1925 E TYLER,Fresno,CA,10/20/2016 03:23:03,1,18988,36.7560171385,-119.787762566
411 N YOSEMITE,Fresno,CA,10/20/2016 19:20:28,1,19000,36.7492140662,-119.801426224
849 S ADLER AVE,Fresno,CA,10/24/2016 18:00:42,4,3500,36.7345766029,-119.725537890
384 N CLARK,Fresno,CA,10/24/2016 11:57:58,8,19083,36.7485294976,-119.785981744
1101-1199 SAN BENITO ST,Fresno,CA,10/25/2016 00:18:39,2,2347,36.7220499016,-119.791929555
3304 E CLAY,Fresno,CA,10/27/2016 04:38:05,2,19129,36.7564238086,-119.769043479
108 E OLIVE,Fresno,CA,10/27/2016 04:51:04,1,19130,36.7573241304,-119.810294887
108 E OLIVE,Fresno,CA,10/28/2016 03:41:00,1,19146,36.7572356786,-119.810244369
523 N FISHER,Fresno,CA,10/28/2016 21:39:10,2,19158,36.7509476298,-119.770301838
411 N YOSEMITE,Fresno,CA,10/29/2016 02:13:40,2,19162,36.7488424102,-119.801764589
4827 E LANE AVE,Fresno,CA,10/29/2016 22:24:05,5,3550,36.7323904972,-119.735197165
3261 E ILLINOIS,Fresno,CA,10/29/2016 21:20:17,9,19182,36.7450630819,-119.769271234
1424 S WHITNEY AVE,Fresno,CA,10/29/2016 23:26:53,19,3552,36.7282023223,-119.740864061
738 N THIRD,Fresno,CA,10/30/2016 02:55:44,7,19191,36.7536798335,-119.768936999
712 N ECHO,Fresno,CA,10/31/2016 21:44:42,1,19225,36.7522186093,-119.803750080
2514 E CLAY,Fresno,CA,10/31/2016 23:34:19,5,19230,36.7566126445,-119.781293984
716 E OLIVE,Fresno,CA,11/01/2016 02:26:17,1,19236,36.7575549919,-119.802418545
453 N YOSEMITE,Fresno,CA,11/03/2016 05:56:20,2,19275,36.7496553606,-119.802103260
738-766 E CALIFORNIA AVE,Fresno,CA,11/04/2016 16:08:38,4,2451,36.7213291532,-119.802139201
1000-1098 INYO ST,Fresno,CA,11/05/2016 01:14:12,2,2456,36.7254836986,-119.796980328
4039 E MONO AVE,Fresno,CA,11/05/2016 23:29:30,13,3629,36.7375380253,-119.756718857
531 N POPLAR,Fresno,CA,11/06/2016 19:44:37,2,19366,36.7507706569,-119.796177190
823 MAYOR AVE,Fresno,CA,11/06/2016 18:04:50,10,2477,36.7244547751,-119.799393778
2631 E CLAY,Fresno,CA,11/06/2016 01:44:25,5,19337,36.7571204591,-119.779117139
1123 E BELMONT,Fresno,CA,11/07/2016 22:44:54,3,19411,36.7506762296,-119.796787841
206 S HAYSTON AVE,Fresno,CA,11/08/2016 23:04:33,1,3654,36.7414057556,-119.748866141
4801-4845 MONO ST,Fresno,CA,11/08/2016 18:13:31,1,3649,36.7369130230,-119.734628902
739 N SECOND,Fresno,CA,11/10/2016 21:34:48,2,19456,36.7538952163,-119.771459448
2434-2486 S ELM AVE,Fresno,CA,11/10/2016 21:27:23,5,2495,36.7110241334,-119.791049867
104 E OLIVE,Fresno,CA,11/11/2016 18:23:42,1,19484,36.7571592967,-119.810838607
3403 E BELMONT,Fresno,CA,11/11/2016 04:05:43,4,19471,36.7506539303,-119.767913058
4800-4876 E INYO AVE,Fresno,CA,11/12/2016 01:39:14,3,3695,36.7373664948,-119.735044987
CA-41,Fresno,CA,11/12/2016 04:44:00,1,19500,36.7560784853,-119.775348754
1047 COLLINS AVE,Fresno,CA,11/13/2016 23:02:55,1,2513,36.7261245130,-119.803027204
279 N ECHO,Fresno,CA,11/13/2016 02:40:30,8,19517,36.7470925713,-119.804997327
623 S WHITNEY AVE,Fresno,CA,11/13/2016 19:35:12,3,3710,36.7365172900,-119.740265383
303 N CALAVERAS,Fresno,CA,11/13/2016 20:35:22,3,19542,36.7468788405,-119.792414104
2306 E TYLER,Fresno,CA,11/13/2016 21:56:59,2,19544,36.7549851478,-119.783433942
2520 E WASHINGTON,Fresno,CA,11/15/2016 16:43:46,3,19595,36.7476701715,-119.781241713
440 N THIRD,Fresno,CA,11/15/2016 00:39:24,1,19581,36.7494713369,-119.768968938
3420 E WHITE,Fresno,CA,11/18/2016 22:24:51,4,19665,36.7517763131,-119.766277769
925 TULARE ST,Fresno,CA,11/20/2016 18:26:11,4,2551,36.7265977286,-119.800731892
3271 E TYLER,Fresno,CA,11/20/2016 01:55:25,1,19700,36.7558696391,-119.769673999
4000 E WOODWARD AVE,Fresno,CA,11/21/2016 01:38:54,5,3777,36.7232003219,-119.757867127
700 DIVISADERO ST,Fresno,CA,11/23/2016 02:54:17,1,19736,36.7433766564,-119.802145926
142 N HOWARD,Fresno,CA,11/23/2016 23:35:11,1,19746,36.7447308825,-119.781805131
3604 E IOWA,Fresno,CA,11/24/2016 01:13:28,9,19750,36.7440680914,-119.764241994
2520 E WASHINGTON,Fresno,CA,11/24/2016 01:41:41,1,19751,36.7476468369,-119.781171101
CA-180,Fresno,CA,11/24/2016 01:13:24,12,19749,36.7547596475,-119.767284688
2331 E TYLER,Fresno,CA,11/25/2016 19:19:05,2,19803,36.7554529349,-119.782837662
2729 E MCKENZIE,Fresno,CA,11/26/2016 03:18:14,1,19818,36.7468817065,-119.778463399
3252 E MADISON,Fresno,CA,11/26/2016 18:59:39,7,19827,36.7492429710,-119.769717498
2336 S WALNUT AVE,Fresno,CA,11/26/2016 22:06:02,5,2584,36.7159600154,-119.809613161
1219 S 10TH ST,Fresno,CA,11/27/2016 23:40:20,3,3873,36.7298449755,-119.757981380
3014 E NEVADA,Fresno,CA,11/28/2016 23:58:42,3,19854,36.7459090523,-119.774426364
486 N POPLAR,Fresno,CA,11/29/2016 01:37:13,1,19857,36.7503724673,-119.796139344
260 N BLACKSTONE,Fresno,CA,11/30/2016 23:11:46,1,19903,36.7462100053,-119.790549304
2727 E GRANT,Fresno,CA,12/01/2016 00:14:07,6,19904,36.7490504319,-119.778559346
624 E DUDLEY,Fresno,CA,12/01/2016 00:14:21,2,19906,36.7535390947,-119.803561801
801-899 MONO ST,Fresno,CA,12/02/2016 19:51:34,6,2606,36.7231151368,-119.798058088
1036 COLLINS AVE,Fresno,CA,12/02/2016 23:06:30,1,2607,36.7262352767,-119.802192333
471 N EFFIE,Fresno,CA,12/03/2016 19:36:40,8,19950,36.7501255792,-119.788609786
925 N CLARK,Fresno,CA,12/03/2016 06:20:06,2,19942,36.7551825302,-119.785508027
243 N GLENN,Fresno,CA,12/03/2016 05:31:41,4,19940,36.7458560333,-119.794105887
4103 E LIBERTY AVE,Fresno,CA,12/05/2016 17:37:21,1,3966,36.7307503501,-119.755604247
1061 SANTA CLARA ST,Fresno,CA,12/06/2016 22:54:13,5,2626,36.7225549510,-119.794609395
2980 E TULARE,Fresno,CA,12/06/2016 00:46:09,17,20010,36.7425477518,-119.775632657
845 N ROOSEVELT,Fresno,CA,12/06/2016 23:41:15,3,20024,36.7539441063,-119.805324518
226 S CALLISCH,Fresno,CA,12/07/2016 01:13:31,1,20025,36.7414385329,-119.776629568
838 E LORENA AVE,Fresno,CA,12/08/2016 22:50:48,5,2634,36.7195724854,-119.800676136
357 N CALAVERAS,Fresno,CA,12/09/2016 16:43:29,3,20081,36.7477666864,-119.792593004
4822 E HUNTINGTON AVE,Fresno,CA,12/10/2016 03:47:05,1,3995,36.7392522927,-119.735503747
936 E FLORENCE AVE,Fresno,CA,12/10/2016 10:58:58,10,2643,36.7177892952,-119.799311544
1221-1227 N MAROA AVE,Fresno,CA,12/10/2016 17:13:12,3,20099,36.7582305060,-119.799579706
529 N FISHER,Fresno,CA,12/10/2016 02:54:16,1,20090,36.7511849677,-119.770352078
2392 S CLARA AVE,Fresno,CA,12/11/2016 15:37:32,1,2651,36.7145771032,-119.795332611
3231 E THOMAS,Fresno,CA,12/11/2016 13:42:12,9,20125,36.7530971585,-119.770384476
320 S CALLISCH,Fresno,CA,12/12/2016 00:47:12,1,20146,36.7406663453,-119.776115945
3971-4081 E WOODWARD AVE,Fresno,CA,12/16/2016 19:24:25,4,4041,36.7236115088,-119.757888247
1027 A ST,Fresno,CA,12/18/2016 22:39:50,5,2704,36.7269898406,-119.801005149
815 E THOMAS,Fresno,CA,12/18/2016 00:07:42,1,20254,36.7522248595,-119.801478921
901-999 E LORENA AVE,Fresno,CA,12/20/2016 20:08:18,5,2744,36.7197122010,-119.799295199
3353 E IOWA,Fresno,CA,12/23/2016 20:59:04,8,20408,36.7441270042,-119.767981739
3307 E CLAY,Fresno,CA,12/23/2016 20:58:59,8,20407,36.7567981990,-119.769004876
533 N FISHER,Fresno,CA,12/23/2016 21:10:04,4,20410,36.7512555404,-119.770753628
288 N DIAMOND,Fresno,CA,12/24/2016 22:19:28,2,20454,36.7465201898,-119.777637084
2336 E THOMAS,Fresno,CA,12/24/2016 04:19:38,7,20415,36.7524068291,-119.782699534
435 S SIERRA VISTA AVE,Fresno,CA,12/24/2016 23:36:28,20,4138,36.7388068381,-119.740984743
2041 E WHITE,Fresno,CA,12/24/2016 23:20:28,6,20468,36.7520642794,-119.786264612
523 N FISHER,Fresno,CA,12/26/2016 04:37:23,4,20548,36.7510135143,-119.770258518
2208 S M.L.K. JR BLVD,Fresno,CA,12/26/2016 05:47:43,2,2815,36.7192267484,-119.799955421
3325 E BELMONT,Fresno,CA,12/26/2016 01:59:28,1,20545,36.7507498869,-119.769071870
1951 E MCKENZIE,Fresno,CA,12/28/2016 00:24:25,1,20582,36.7469972181,-119.787110987
320 S CALLISCH,Fresno,CA,12/29/2016 17:15:14,3,20613,36.7395447354,-119.776499914
3361 E GRANT,Fresno,CA,12/30/2016 23:29:34,1,20655,36.7488070160,-119.767624765
1151-1199 S SIERRA VISTA AVE,Fresno,CA,12/31/2016 23:50:39,10,4431,36.7311910491,-119.740867277
1060-1098 S WINERY AVE,Fresno,CA,12/31/2016 23:55:18,3,4448,36.7333560656,-119.731715934
2392 S CLARA AVE,Fresno,CA,12/31/2016 23:41:45,4,2983,36.7144588005,-119.795536152
3611 E ILLINOIS,Fresno,CA,12/31/2016 21:23:54,10,20737,36.7453211837,-119.764042344
750 E BELGRAVIA AVE,Fresno,CA,12/31/2016 22:32:10,13,2926,36.7152388558,-119.802127867
2336 E CLAY,Fresno,CA,12/31/2016 21:44:04,2,20744,36.7562870317,-119.782767144
3115 E THOMAS,Fresno,CA,12/31/2016 21:44:56,6,20745,36.7531355039,-119.772097646
2220 E GRANT,Fresno,CA,12/31/2016 23:13:07,8,20812,36.7485598340,-119.784225587
2815 E CLAY,Fresno,CA,12/31/2016 23:36:04,3,20859,36.7570592889,-119.777977281
2552 E TYLER,Fresno,CA,12/31/2016 23:36:10,9,20860,36.7554085812,-119.780286212
1401-1435 E BELGRAVIA AVE,Fresno,CA,12/31/2016 23:44:46,4,2989,36.7160828944,-119.793528169
E LIBERTY AVE,Fresno,CA,12/31/2016 23:57:05,7,4454,36.7302538142,-119.720704389
641 S WOODROW AVE,Fresno,CA,12/31/2016 21:03:29,4,4279,36.7363900821,-119.742272606
2648 E OLIVE,Fresno,CA,12/31/2016 23:47:54,5,20881,36.7572145045,-119.778923033
1136 E ELIZABETH,Fresno,CA,12/31/2016 23:54:30,5,20907,36.7552630456,-119.795743827
538 N SECOND,Fresno,CA,12/31/2016 23:52:38,12,20895,36.7512327234,-119.770834132
879 S ADLER AVE,Fresno,CA,12/31/2016 22:09:59,21,4304,36.7340852592,-119.725460811
630 N THESTA,Fresno,CA,12/31/2016 22:30:17,5,20774,36.7519935395,-119.783084241
