primary_key,date_received,time_received,district,zone,grid,municipality,county,case_type_translation,final_case_type_translation,cleared_by_translation,report_flag
SA2016229094,8/8/2016,2:32:27,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016230022,8/8/2016,23:44:36,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016231000,8/9/2016,22:02:48,2,2B,525,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016231012,8/9/2016,22:14:05,2,2B,545,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016231838,8/10/2016,18:25:15,2,2B,525,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016233118,8/11/2016,22:24:17,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016234374,8/13/2016,:50:29,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016234372,8/13/2016,:48:51,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016235668,8/14/2016,11:25:07,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016235506,8/14/2016,5:26:03,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016236355,8/15/2016,2:27:12,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016237295,8/16/2016,1:00:11,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016239408,8/18/2016,4:54:23,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016240002,8/18/2016,18:35:59,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016240004,8/18/2016,18:36:46,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016242278,8/20/2016,23:43:30,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016242163,8/20/2016,21:42:55,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016242371,8/21/2016,1:12:53,2,2B,545,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016242370,8/21/2016,1:12:46,2,2B,545,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016244190,8/23/2016,:34:37,2,2A,502,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016244191,8/23/2016,:34:33,2,2A,502,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016245199,8/23/2016,23:05:21,2,2C,604,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016245255,8/24/2016,:49:46,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016245256,8/24/2016,:50:27,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016245281,8/24/2016,2:18:12,2,2B,521,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016245269,8/24/2016,1:45:45,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016248799,8/27/2016,13:07:54,2,2C,602,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016248519,8/27/2016,4:37:10,2,2B,532,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016250334,8/28/2016,22:16:24,2,2B,545,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016252366,8/30/2016,21:07:20,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016251490,8/30/2016,2:36:51,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016253617,9/1/2016,3:47:56,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016254716,9/2/2016,3:27:08,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016256397,9/3/2016,15:27:08,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016255946,9/3/2016,2:45:20,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016255833,9/3/2016,:20:09,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016257877,9/4/2016,22:55:34,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016257971,9/5/2016,:45:52,2,2A,512,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016258824,9/5/2016,23:36:59,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016260917,9/7/2016,23:20:01,2,2B,545,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016260919,9/7/2016,23:20:51,2,2B,545,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016261967,9/8/2016,23:14:31,2,2B,525,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016263024,9/9/2016,22:10:14,2,2B,545,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016263268,9/10/2016,3:14:48,2,2A,504,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016266981,9/13/2016,22:12:26,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016267864,9/14/2016,20:19:57,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016269027,9/15/2016,22:51:51,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016269033,9/15/2016,22:53:17,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016269031,9/15/2016,22:52:48,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016268583,9/15/2016,15:12:07,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016269024,9/15/2016,22:50:56,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016269026,9/15/2016,22:51:36,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016269023,9/15/2016,22:50:51,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016269028,9/15/2016,22:52:20,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016269025,9/15/2016,22:51:22,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016268581,9/15/2016,15:11:15,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016269961,9/16/2016,21:06:39,2,2A,514,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016270085,9/16/2016,22:55:58,2,2A,514,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016270500,9/17/2016,12:07:48,2,2A,514,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016270498,9/17/2016,12:04:26,2,2B,522,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016270807,9/17/2016,18:41:34,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016272068,9/18/2016,22:51:21,2,2A,514,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016272028,9/18/2016,21:42:49,2,2B,545,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016271909,9/18/2016,19:18:40,2,2A,514,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016273081,9/19/2016,23:33:20,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016272997,9/19/2016,21:15:37,2,2A,514,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016272119,9/19/2016,:10:17,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016272156,9/19/2016,1:35:49,2,2C,613,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016274079,9/20/2016,23:04:40,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016273663,9/20/2016,14:27:52,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016274053,9/20/2016,22:31:24,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016273149,9/20/2016,2:15:29,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016273106,9/20/2016,:15:58,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016274151,9/21/2016,1:43:02,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016274257,9/21/2016,7:51:37,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016276530,9/23/2016,12:52:48,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016278042,9/24/2016,21:15:22,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016278979,9/25/2016,20:04:35,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016280161,9/27/2016,:49:07,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016282150,9/28/2016,21:08:31,2,2B,545,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016282383,9/29/2016,3:51:55,2,2A,504,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016282392,9/29/2016,4:21:35,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016284329,9/30/2016,21:50:41,2,2C,613,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016288367,10/5/2016,1:42:09,2,2C,602,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016289378,10/5/2016,23:54:22,2,2B,545,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016288346,10/5/2016,1:04:56,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016288366,10/5/2016,1:42:06,2,2C,602,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016288347,10/5/2016,1:05:35,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016290320,10/6/2016,21:27:24,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016290318,10/6/2016,21:26:10,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016290316,10/6/2016,21:26:30,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016291552,10/8/2016,:13:41,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016292403,10/8/2016,22:05:19,2,2B,564,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016291614,10/8/2016,1:34:35,2,2B,525,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016291621,10/8/2016,1:55:55,2,2B,545,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016293360,10/9/2016,23:09:47,2,2A,503,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016293362,10/9/2016,23:10:40,2,2B,544,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016295229,10/11/2016,18:39:40,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016295230,10/11/2016,18:40:25,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016295534,10/12/2016,:48:10,2,2A,503,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016295575,10/12/2016,2:54:53,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016297639,10/13/2016,22:25:25,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016297629,10/13/2016,22:15:51,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016298631,10/14/2016,21:54:40,2,2B,543,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016298848,10/15/2016,3:10:56,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016299226,10/15/2016,15:11:31,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016299922,10/16/2016,5:43:56,2,2B,522,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016299866,10/16/2016,2:38:53,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016299813,10/16/2016,1:28:28,2,2B,542,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016299812,10/16/2016,1:27:57,2,2B,542,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016301218,10/17/2016,16:03:27,2,2B,544,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016301338,10/17/2016,17:56:40,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016301643,10/18/2016,1:37:38,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016302627,10/18/2016,23:09:21,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016303075,10/19/2016,12:00:28,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016303072,10/19/2016,11:58:33,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016303073,10/19/2016,11:58:55,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016303071,10/19/2016,11:58:06,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016304178,10/20/2016,14:35:46,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016304743,10/21/2016,:56:11,2,2B,532,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016305101,10/21/2016,11:45:07,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016306861,10/23/2016,1:05:33,2,2B,525,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016306857,10/23/2016,1:03:44,2,2B,525,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016307708,10/23/2016,23:45:05,2,2B,542,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016306859,10/23/2016,1:04:28,2,2B,525,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016307191,10/23/2016,13:02:58,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016308226,10/24/2016,15:00:36,2,2A,514,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016308465,10/24/2016,19:06:32,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016308716,10/25/2016,1:35:13,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016308715,10/25/2016,1:34:51,2,2B,543,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016309456,10/25/2016,19:15:23,2,2B,564,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016309632,10/25/2016,23:15:48,2,2B,531,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016313096,10/29/2016,10:18:43,2,2C,601,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016314487,10/30/2016,17:06:32,2,2B,541,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016314594,10/30/2016,19:25:37,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016314593,10/30/2016,19:25:05,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016315796,11/1/2016,:47:11,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016316880,11/2/2016,:46:44,2,2B,551,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016317918,11/2/2016,23:04:28,2,2A,503,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016318800,11/3/2016,18:36:24,2,2B,551,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016318914,11/3/2016,20:41:43,2,2A,503,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016318027,11/3/2016,1:42:58,2,2B,551,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016320161,11/4/2016,21:34:50,2,2B,523,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016319710,11/4/2016,14:49:54,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016320159,11/4/2016,21:32:38,2,2B,544,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016319706,11/4/2016,14:48:30,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016319169,11/4/2016,2:28:51,2,2C,602,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016320160,11/4/2016,21:32:37,2,2B,544,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016320359,11/5/2016,1:06:28,2,2B,532,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016327092,11/11/2016,21:37:01,2,2B,525,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016328211,11/12/2016,23:39:01,2,2B,553,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016327332,11/12/2016,2:55:01,2,2C,602,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016328354,11/13/2016,2:24:34,2,2C,603,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016328315,11/13/2016,1:41:07,2,2B,564,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016329927,11/14/2016,22:25:56,2,2B,552,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016329947,11/14/2016,22:56:53,2,2A,505,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
SA2016333942,11/18/2016,18:39:37,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,CANCEL,N
SA2016333941,11/18/2016,18:39:31,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,Y
SA2016334999,11/19/2016,23:56:20,2,2B,563,SACRAMENTO,SACRAMENTO,SHOTSPOTTER,SHOTSPOTTER,POLICE MATTER RESOLVED AT SCENE,N
