Type,Respond ID,Date,Time,Address,Zone,Rounds,CAD ID,Beat,District,Latitude,Longitude
Multiple Gunshots,99-415802,5/18/22,16:58:20,"1219 Miner Ave, San Pablo, CA 94806",SanPabloCA,7,141,1,,37.97952168,-122.3480651
Single Gunshot,99-415775,5/18/22,15:33:25,"212 Center Ct, San Pablo, CA 94806",SanPabloCA,1,123,1,,37.97607872,-122.3526958
Multiple Gunshots,99-414192,5/15/22,1:39:05,"918 John Ave, San Pablo, CA 94806",SanPabloCA,13,22.05.15.0018,1,,37.97923341,-122.3523907
Multiple Gunshots,99-414149,5/14/22,22:50:27,"911 John Ave, San Pablo, CA 94806",SanPabloCA,12,INCIDENT198,1,,37.97944843,-122.3524933
Multiple Gunshots,99-414105,5/14/22,18:24:24,"17 Hildalgo Ct, San Pablo, CA 94806",SanPabloCA,11,,1,,37.97971823,-122.3435308
Multiple Gunshots,99-414086,5/14/22,18:03:08,"925 Stanton Ave, San Pablo, CA 94806",SanPabloCA,4,146,1,,37.97890927,-122.3523292
Multiple Gunshots,99-414040,5/14/22,16:40:05,"1741 Acapulco Dr, San Pablo, CA 94806",SanPabloCA,4,,1,,37.97965101,-122.343438
Multiple Gunshots,99-414011,5/14/22,16:15:48,"1805 Pablo Vista Ave, San Pablo, CA 94806",SanPabloCA,25,,1,,37.97766525,-122.344727
Single Gunshot,99-412007,5/9/22,20:19:54,"1146 Amador St, San Pablo, CA 94806",SanPabloCA,1,,2,,37.94999201,-122.3263377
Probable Gunfire,99-411864,5/9/22,12:56:11,"212 Center Ct, San Pablo, CA 94806",SanPabloCA,4,CAD2205090097,1,,37.97552628,-122.3517832
Multiple Gunshots,99-411496,5/8/22,18:02:30,"1811 Pablo Vista Ave, San Pablo, CA 94806",SanPabloCA,10,96,1,,37.97821649,-122.3447549
Single Gunshot,99-411286,5/8/22,0:19:24,"2041 Espanola Dr, San Pablo, CA 94806",SanPabloCA,1,22.05.08.0002,1,,37.97910497,-122.3416736
Probable Gunfire,99-411278,5/7/22,22:46:52,"1936 Broadway Ave, San Pablo, CA 94806",SanPabloCA,2,157,1,,37.96903213,-122.3462278
Probable Gunfire,99-411084,5/7/22,13:43:32,"1011 Stanton Ave, San Pablo, CA 94806",SanPabloCA,2,CAD2205070068,1,,37.97875226,-122.3514474
Probable Gunfire,99-410231,5/7/22,1:19:33,"2810 19th St, San Pablo, CA 94806",SanPabloCA,1,22.05.07.0006,1,,37.97086252,-122.3458764
Single Gunshot,99-409830,5/4/22,22:57:03,"2645 Church Ln, San Pablo, CA 94806",SanPabloCA,1,,1,,37.96220802,-122.3376531
Probable Gunfire,99-407709,4/30/22,3:47:40,"5310 Riverside Ave, San Pablo, CA 94806",SanPabloCA,5,20,2,,37.95134911,-122.3277282
Multiple Gunshots,99-407405,4/29/22,9:10:40,"1108 Trenton Blvd, San Pablo, CA 94806",SanPabloCA,4,62,1,,37.96992596,-122.3526208
Single Gunshot,99-407031,4/26/22,18:51:16,"2121 Vale Rd, San Pablo, CA 94806",SanPabloCA,1,139,2,,37.95447768,-122.3370678
Multiple Gunshots,99-405569,4/21/22,21:24:15,"14800 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,3,,1,,37.97217586,-122.3430356
Multiple Gunshots,99-405547,4/21/22,19:09:06,"2300 El Portal Dr Suite I, San Pablo, CA 94806",SanPabloCA,10,,1,,37.96603095,-122.3427599
Single Gunshot,99-403964,4/18/22,0:19:48,"3300 Giant Rd, San Pablo, CA 94806",SanPabloCA,1,22.04.18.0003,1,,37.97927294,-122.3529032
Probable Gunfire,99-403811,4/17/22,10:23:53,"2768 10th St, San Pablo, CA 94806",SanPabloCA,5,22-0055,1,,37.9720623,-122.3535135
Multiple Gunshots,99-403125,4/16/22,3:02:44,"1150 Brookside Dr, San Pablo, CA 94806",SanPabloCA,2,19,3,,37.96337543,-122.3568891
Multiple Gunshots,99-402702,4/13/22,10:00:43,"941 Miner Ave, San Pablo, CA 94806",SanPabloCA,11,2204130056,1,,37.9799974,-122.351674
Probable Gunfire,99-402110,4/10/22,14:22:11,"2937 15th St, San Pablo, CA 94806",SanPabloCA,1,2204100109,1,,37.97418439,-122.3489467
Single Gunshot,99-400913,4/9/22,17:43:48,"2240 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,,1,,37.96467671,-122.3543493
Single Gunshot,99-400868,4/9/22,15:39:31,"1309 Miner Ave, San Pablo, CA 94806",SanPabloCA,1,,1,,37.979447,-122.347855
Single Gunshot,99-400160,4/9/22,1:45:31,"1800 Sanford Ave, San Pablo, CA 94806",SanPabloCA,1,,3,,37.95080763,-122.3518972
Single Gunshot,99-399918,4/7/22,18:52:35,"1254 Yuba Ave, San Pablo, CA 94806",SanPabloCA,1,INCIDENT2204070085,2,,37.95147287,-122.3253532
Multiple Gunshots,99-399102,4/5/22,20:23:10,"14740 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,2,22-8593,1,,37.97095269,-122.342936
Multiple Gunshots,99-398670,4/3/22,20:38:43,"1495 Marelia Ct, San Pablo, CA 94806",SanPabloCA,2,22-8354,3,,37.96255824,-122.3538529
Single Gunshot,99-398669,4/3/22,20:38:38,"1495 Marelia Ct, San Pablo, CA 94806",SanPabloCA,1,22-8354,3,,37.9625708,-122.3537222
Multiple Gunshots,99-397223,3/31/22,22:11:47,"2797 12th St, San Pablo, CA 94806",SanPabloCA,5,22-8093,1,,37.97229021,-122.3518804
Multiple Gunshots,99-396232,3/27/22,14:15:13,"11 Murra Ct, San Pablo, CA 94806",SanPabloCA,21,22-7624,1,,37.97989798,-122.3487096
Probable Gunfire,99-395627,3/26/22,15:08:18,"2934 15th St, San Pablo, CA 94806",SanPabloCA,1,INCDIENT7541,1,,37.97396627,-122.3483114
Probable Gunfire,99-395534,3/24/22,22:57:29,"2415 San Pablo Dam Rd #250, San Pablo, CA 94806",SanPabloCA,1,22-7388,2,,37.95519495,-122.3340191
Probable Gunfire,99-395499,3/24/22,15:22:05,"1955 16th St, San Pablo, CA 94806",SanPabloCA,1,22-7347,3,,37.96085954,-122.3534901
Probable Gunfire,99-395488,3/24/22,7:55:36,"1405 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,22-7305,3,,37.95339826,-122.357088
Single Gunshot,99-395467,3/23/22,20:29:53,"1888 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,,3,,37.96023143,-122.3563552
Single Gunshot,99-395394,3/22/22,20:30:30,"2821 Del Camino Dr, San Pablo, CA 94806",SanPabloCA,1,,1,,37.97059715,-122.3429526
Multiple Gunshots,99-394945,3/21/22,0:39:00,"1610 Manor Dr, San Pablo, CA 94806",SanPabloCA,3,,3,,37.96195807,-122.3524731
Multiple Gunshots,99-394944,3/21/22,0:38:59,"1610 Manor Dr, San Pablo, CA 94806",SanPabloCA,4,,3,,37.96196423,-122.3527357
Multiple Gunshots,99-394926,3/20/22,22:10:24,"2503 Vale Rd, San Pablo, CA 94806",SanPabloCA,2,22-6918,2,,37.9571855,-122.3331389
Multiple Gunshots,99-393734,3/19/22,21:25:06,"1540 Manor Dr, San Pablo, CA 94806",SanPabloCA,3,22-6819,3,,37.96202977,-122.3529607
Probable Gunfire,99-393033,3/19/22,10:29:02,"16 Manzanilla Ct, San Pablo, CA 94806",SanPabloCA,6,22-6767,1,,37.97982452,-122.3433054
Single Gunshot,99-392761,3/17/22,21:52:17,"2742 Mission Bell Dr, San Pablo, CA 94806",SanPabloCA,1,S22-6626,1,,37.96947291,-122.3417838
Multiple Gunshots,99-392750,3/17/22,18:23:50,"922 Randy Ln, San Pablo, CA 94806",SanPabloCA,8,S22-6606,3,,37.96520386,-122.3552384
Multiple Gunshots,99-392718,3/17/22,10:16:09,"14 Murra Ct, San Pablo, CA 94806",SanPabloCA,5,,1,,37.98007121,-122.3492546
Multiple Gunshots,99-391467,3/13/22,11:07:34,"3400 Giant Rd, San Pablo, CA 94806",SanPabloCA,3,CFS664,1,,37.97956793,-122.3526427
Probable Gunfire,99-387623,3/4/22,11:46:05,"1426 Larchmont Ln, San Pablo, CA 94806",SanPabloCA,1,,1,,37.97728353,-122.3476717
Single Gunshot,99-386748,3/1/22,0:51:00,"1628 Broadway Ave, San Pablo, CA 94806",SanPabloCA,1,22-5021,1,,37.97116921,-122.3478757
Multiple Gunshots,99-386521,2/28/22,19:00:50,"1003 Stanton Ave, San Pablo, CA 94806",SanPabloCA,12,22-5008,1,,37.97857468,-122.3520097
Single Gunshot,99-386392,2/27/22,22:35:31,"2854 Del Camino Dr, San Pablo, CA 94806",SanPabloCA,1,22-4949,1,,37.97135815,-122.3423932
Single Gunshot,99-384493,2/25/22,6:47:24,"1810 Manzanilla Dr, San Pablo, CA 94806",SanPabloCA,1,22--4674,1,,37.98077252,-122.3444056
Multiple Gunshots,99-382746,2/20/22,10:14:51,"1026 Stanton Ave, San Pablo, CA 94806",SanPabloCA,2,4194,1,,37.97817643,-122.3512728
Multiple Gunshots,99-382655,2/20/22,0:11:07,"1811 23rd St H, San Pablo, CA 94806",SanPabloCA,3,,3,,37.95739756,-122.3474792
Multiple Gunshots,99-380603,2/17/22,9:27:12,"2771 14th St, San Pablo, CA 94806",SanPabloCA,2,22-3909,1,,37.97150096,-122.3506469
Multiple Gunshots,99-379010,2/13/22,21:04:44,"2926 12th St, San Pablo, CA 94806",SanPabloCA,6,,1,,37.97453297,-122.3507179
Single Gunshot,99-378936,2/13/22,14:39:52,"1011 Broadway Ave, San Pablo, CA 94806",SanPabloCA,1,22-3612,1,,37.97562444,-122.3524762
Single Gunshot,99-377550,2/8/22,10:17:15,"2600 Mission Bell Dr, San Pablo, CA 94806",SanPabloCA,1,22-3168,1,,37.97046959,-122.3390828
Multiple Gunshots,99-377171,2/6/22,23:28:18,"2468 18th St, San Pablo, CA 94806",SanPabloCA,3,,1,,37.967623,-122.3475434
Multiple Gunshots,99-377063,2/6/22,18:13:06,"2306 19th St, San Pablo, CA 94806",SanPabloCA,6,,1,,37.96367849,-122.3490386
Multiple Gunshots,99-376385,2/6/22,0:35:38,"1322 Regina Ave, San Pablo, CA 94806",SanPabloCA,4,S22-2990,3,,37.95142957,-122.3563007
Multiple Gunshots,99-376384,2/6/22,0:34:40,"1322 Regina Ave, San Pablo, CA 94806",SanPabloCA,2,S22-2990,3,,37.95139245,-122.3563112
Multiple Gunshots,99-376242,2/5/22,17:44:47,"2702 Holly St, San Pablo, CA 94806",SanPabloCA,15,,1,,37.97213194,-122.3544056
Multiple Gunshots,99-373626,1/30/22,2:19:21,"1842 16th St, San Pablo, CA 94806",SanPabloCA,5,22-2350,3,,37.95904655,-122.3538177
Multiple Gunshots,99-373625,1/30/22,2:19:13,"1801 16th St, San Pablo, CA 94806",SanPabloCA,9,22-2350,3,,37.95851942,-122.3538989
Multiple Gunshots,99-373624,1/30/22,2:17:18,"1524 15th St, San Pablo, CA 94806",SanPabloCA,4,S22-2350,3,,37.95556501,-122.3550715
Single Gunshot,99-373623,1/30/22,2:16:44,"1506 Pine Ave, San Pablo, CA 94806",SanPabloCA,1,S22-2350,3,,37.95484373,-122.3548853
Multiple Gunshots,99-373622,1/30/22,2:15:14,"1341 California Ave, San Pablo, CA 94806",SanPabloCA,5,S22-2350,3,,37.9535043,-122.3558066
Multiple Gunshots,99-372841,1/28/22,23:52:59,"1883 17th St, San Pablo, CA 94806",SanPabloCA,3,S22-2262,3,,37.95983408,-122.35288
Multiple Gunshots,99-372454,1/27/22,3:22:40,"5434 Alpine Rd, San Pablo, CA 94806",SanPabloCA,7,22-2107,2,,37.95547379,-122.3279253
Single Gunshot,99-372442,1/26/22,21:58:57,"2526 17th St, San Pablo, CA 94806",SanPabloCA,1,22-2088,1,,37.96721073,-122.3495081
Multiple Gunshots,99-371782,1/23/22,12:11:07,"1811 Pablo Vista Ave, San Pablo, CA 94806",SanPabloCA,4,,1,,37.97800642,-122.3447208
Multiple Gunshots,99-371712,1/22/22,21:04:28,"2925 12th St, San Pablo, CA 94806",SanPabloCA,3,22-1753,1,,37.97473677,-122.3512666
Probable Gunfire,99-371512,1/22/22,15:43:39,"1854 16th St, San Pablo, CA 94806",SanPabloCA,1,22-1729,3,,37.95928614,-122.3533606
Multiple Gunshots,99-371328,1/22/22,1:59:48,"2011 Crucero Ave, San Pablo, CA 94806",SanPabloCA,8,S22-1685,1,,37.98054026,-122.3412738
Single Gunshot,99-371316,1/21/22,20:05:49,"2999 21st St, San Pablo, CA 94806",SanPabloCA,1,S22-1664,1,,37.97349097,-122.3429709
Multiple Gunshots,99-371313,1/21/22,19:19:17,"2101 Emeric Ave, San Pablo, CA 94806",SanPabloCA,4,S22-1656,3,,37.95417983,-122.3491329
Multiple Gunshots,99-370981,1/20/22,0:58:58,"206 Purisima St, San Pablo, CA 94806",SanPabloCA,5,22-1493,1,,37.96328165,-122.3446454
Multiple Gunshots,99-370980,1/20/22,0:58:22,"2364 Rd 20, San Pablo, CA 94806",SanPabloCA,2,22-1493,1,,37.96331518,-122.3440682
Multiple Gunshots,99-370454,1/18/22,22:19:06,"1321 Stanton Ave, San Pablo, CA 94806",SanPabloCA,4,22-01402,1,,37.97828097,-122.347656
Multiple Gunshots,99-369747,1/15/22,20:43:20,"3402 11th St, San Pablo, CA 94806",SanPabloCA,7,22-1160,1,,37.97914753,-122.3502869
Multiple Gunshots,99-369744,1/15/22,20:41:27,"3401 11th St, San Pablo, CA 94806",SanPabloCA,8,22-1160,1,,37.9791302,-122.3508702
Multiple Gunshots,99-369738,1/15/22,20:30:55,"1070 John Ave, San Pablo, CA 94806",SanPabloCA,8,22-1160,1,,37.97910107,-122.3513326
Probable Gunfire,99-369411,1/15/22,12:51:45,"1420 Emeric Ave, San Pablo, CA 94806",SanPabloCA,1,,3,,37.95414853,-122.355307
Multiple Gunshots,99-369334,1/14/22,21:40:34,"1200-1210 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,4,22-1083,3,,37.95119348,-122.3567501
Probable Gunfire,99-368314,1/9/22,17:40:02,"2344 Douglas St, San Pablo, CA 94806",SanPabloCA,5,CFS778,1,,37.96607545,-122.3521988
Multiple Gunshots,99-367292,1/2/22,19:28:28,"1404 Emeric Ave, San Pablo, CA 94806",SanPabloCA,2,,3,,37.95420355,-122.3555982
Single Gunshot,99-365836,1/1/22,4:36:47,"5405 Morrow Dr, San Pablo, CA 94806",SanPabloCA,1,21-33,2,,37.96054506,-122.3289663
Single Gunshot,99-365650,1/1/22,1:16:09,"2217 California Ave, San Pablo, CA 94806",SanPabloCA,1,22-0019,3,,37.953756,-122.347873
Multiple Gunshots,99-365637,1/1/22,1:12:21,"2217 California Ave, San Pablo, CA 94806",SanPabloCA,2,22-0019,3,,37.9537411,-122.3479034
Probable Gunfire,99-365488,1/1/22,0:33:42,"1321 Stanton Ave, San Pablo, CA 94806",SanPabloCA,1,22-0012,1,,37.97820962,-122.3478606
Single Gunshot,99-365302,1/1/22,0:11:49,"1104 Miner Ave, San Pablo, CA 94806",SanPabloCA,1,22-0001,1,,37.979587,-122.350184
Multiple Gunshots,99-365215,1/1/22,0:03:00,"1021 Miner Ave, San Pablo, CA 94806",SanPabloCA,6,22-0007,1,,37.98001628,-122.3509598
Multiple Gunshots,99-365183,12/31/21,23:59:47,"1104 Miner Ave, San Pablo, CA 94806",SanPabloCA,5,22-0001,1,,37.979532,-122.3502382
Single Gunshot,99-362285,12/27/21,0:51:27,"14400 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,1,S21-33564,1,,37.96560522,-122.344152
Multiple Gunshots,99-361938,12/26/21,5:17:05,"1863 16th St, San Pablo, CA 94806",SanPabloCA,10,21-33508,3,,37.95961951,-122.3537802
Multiple Gunshots,99-361887,12/25/21,20:24:40,"14820 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,2,21-33491,1,,37.97291717,-122.3430393
Multiple Gunshots,99-361665,12/25/21,0:33:28,"1014 Coalport St, San Pablo, CA 94806",SanPabloCA,8,S21-33431,1,,37.96849801,-122.3541729
Multiple Gunshots,99-361657,12/25/21,0:29:56,"2034 20th St, San Pablo, CA 94806",SanPabloCA,5,S21-33430,3,,37.96119072,-122.3489744
Multiple Gunshots,99-361656,12/25/21,0:29:47,"2034 20th St, San Pablo, CA 94806",SanPabloCA,3,21-33430,3,,37.96121355,-122.3488989
Multiple Gunshots,99-361614,12/25/21,0:17:47,"1327 Bush Ave, San Pablo, CA 94806",SanPabloCA,5,S21-33425,3,,37.95595617,-122.3561808
Single Gunshot,99-360140,12/19/21,1:47:47,"2499 Church Ln, San Pablo, CA 94806",SanPabloCA,1,21-32905,3,,37.96107798,-122.3374068
Single Gunshot,99-359410,12/16/21,2:20:11,"2900 14th St, San Pablo, CA 94806",SanPabloCA,1,,1,,37.97354184,-122.3495743
Probable Gunfire,99-359371,12/15/21,12:23:03,"2911 11th St, San Pablo, CA 94806",SanPabloCA,1,,1,,37.9747887,-122.3524831
Multiple Gunshots,99-357763,12/12/21,19:00:19,"3550 San Pablo Dam Rd Suite E, El Sobrante, CA 94803",SanPabloCA,4,21-19676,2,,37.96190419,-122.3190741
Single Gunshot,99-357724,12/12/21,1:47:04,"2129 Bush Ave, San Pablo, CA 94806",SanPabloCA,1,21-32378,3,,37.95610697,-122.3485868
Multiple Gunshots,99-357311,12/11/21,13:50:55,"3080 Center Ct, San Pablo, CA 94806",SanPabloCA,2,,1,,37.97734393,-122.3530286
Single Gunshot,99-355956,12/9/21,0:15:47,"2013 23rd St #3635, San Pablo, CA 94806",SanPabloCA,1,21-32100,3,,37.96062822,-122.3464758
Multiple Gunshots,99-355271,12/5/21,16:49:44,"1620 Espanillo Ct, San Pablo, CA 94806",SanPabloCA,4,21-31855,1,,37.97976264,-122.3474526
Single Gunshot,99-355092,12/5/21,14:31:33,"86 Winifred Way, San Pablo, CA 94806",SanPabloCA,1,21-31847,3,,37.96029531,-122.340555
Probable Gunfire,99-353226,12/3/21,13:20:35,"1041 Broadway Ave, San Pablo, CA 94806",SanPabloCA,3,21-23361,1,,37.97558772,-122.3520541
Multiple Gunshots,99-352983,12/3/21,11:39:20,"904 Stanton Ave, San Pablo, CA 94806",SanPabloCA,2,21-31687,1,,37.97866398,-122.353054
Single Gunshot,99-352826,12/2/21,4:39:45,"1801 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,21-31573,3,,37.95889417,-122.3575478
Probable Gunfire,99-350971,11/26/21,0:45:26,"3070 13th St, San Pablo, CA 94806",SanPabloCA,11,S21-31053,1,,37.97577214,-122.3497093
Probable Gunfire,99-350818,11/25/21,19:12:45,"1929 Co Hwy 20, San Pablo, CA 94806",SanPabloCA,1,21-31023,1,,37.96350817,-122.3485044
Multiple Gunshots,99-350714,11/24/21,18:37:21,"4 Lake St, San Pablo, CA 94806",SanPabloCA,2,S21-30942,1,,37.97258762,-122.3529541
Multiple Gunshots,99-349933,11/20/21,23:16:20,"2655 Church Ln, San Pablo, CA 94806",SanPabloCA,4,E21-30583,1,,37.96268107,-122.33665
Multiple Gunshots,99-349429,11/20/21,18:03:37,"1412 Mission Ave, San Pablo, CA 94806",SanPabloCA,11,21-30552,3,,37.95933343,-122.355433
Multiple Gunshots,99-349385,11/20/21,17:25:52,"911 Stanton Ave, San Pablo, CA 94806",SanPabloCA,10,21-30550,1,,37.97887139,-122.352772
Multiple Gunshots,99-349365,11/20/21,16:47:54,"1005 John Ave, San Pablo, CA 94806",SanPabloCA,6,,1,,37.97920225,-122.3515575
Multiple Gunshots,99-349280,11/20/21,15:01:49,"2918 13th St, San Pablo, CA 94806",SanPabloCA,3,S21-30537,1,,37.97409748,-122.3501738
Multiple Gunshots,99-348871,11/19/21,14:55:46,"403 San Pablo Towne Center, San Pablo, CA 94806",SanPabloCA,8,,2,,37.95652663,-122.3328815
Probable Gunfire,99-348776,11/18/21,23:25:39,"14701 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,1,21-30392,1,,37.97052936,-122.3439284
Multiple Gunshots,99-348760,11/18/21,19:43:37,"1127 Miner Ave, San Pablo, CA 94806",SanPabloCA,2,,1,,37.97967716,-122.3495449
Multiple Gunshots,99-348125,11/14/21,18:13:03,"3040 Avon Ln, San Pablo, CA 94806",SanPabloCA,2,,2,,37.96503051,-122.3243406
Probable Gunfire,99-348059,11/14/21,14:42:17,"2100 Broadway Ave, San Pablo, CA 94806",SanPabloCA,5,21-29966,1,,37.96842118,-122.345184
Single Gunshot,99-347988,11/14/21,6:52:30,"14 Manzanilla Ct, San Pablo, CA 94806",SanPabloCA,1,21-29946,1,,37.98035907,-122.3433106
Multiple Gunshots,99-347512,11/12/21,22:13:43,"3131 San Pablo Dam Rd, San Pablo, CA 94803",SanPabloCA,2,21-29798,2,,37.96185573,-122.3285418
Multiple Gunshots,99-344439,11/6/21,10:43:14,"3060 Giant Rd, San Pablo, CA 94806",SanPabloCA,5,21-29197,1,,37.97642245,-122.3536951
Multiple Gunshots,99-344267,11/5/21,16:16:35,"3080 Giant Rd, San Pablo, CA 94806",SanPabloCA,4,21-29148,1,,37.97693063,-122.3532966
Multiple Gunshots,99-343801,11/5/21,3:34:54,"1212 Sutro Ave, San Pablo, CA 94806",SanPabloCA,3,21-29104,3,,37.95330238,-122.3576531
Single Gunshot,99-343798,11/5/21,2:38:39,"5303 Riverside Ave, San Pablo, CA 94806",SanPabloCA,1,CHPLOG180,2,,37.95324687,-122.3284454
Single Gunshot,99-343797,11/5/21,2:38:12,"2876 El Portal Dr, San Pablo, CA 94806",SanPabloCA,1,CHPLOG180,2,,37.96194399,-122.3297136
Single Gunshot,99-343796,11/5/21,2:37:55,"3024 Avon Ln, San Pablo, CA 94806",SanPabloCA,1,,2,,37.96491385,-122.3251008
Single Gunshot,99-342424,10/31/21,19:03:06,"2934 Willow Rd, San Pablo, CA 94806",SanPabloCA,1,,2,,37.95806521,-122.3365797
Multiple Gunshots,99-342029,10/30/21,23:02:30,"1918 Pablo Vista Ave, San Pablo, CA 94806",SanPabloCA,3,21-28547,1,,37.97726429,-122.3437598
Probable Gunfire,99-341602,10/30/21,11:04:09,"3400 Giant Rd, San Pablo, CA 94806",SanPabloCA,1,,1,,37.97948737,-122.352762
Single Gunshot,99-340664,10/26/21,15:13:35,"1125 Stanton Ave, San Pablo, CA 94806",SanPabloCA,1,,1,,37.97830949,-122.3500066
Multiple Gunshots,99-340627,10/26/21,11:53:07,"901 Palmer Ave, San Pablo, CA 94806",SanPabloCA,3,21-28121,1,,37.97772729,-122.3534224
Probable Gunfire,99-340128,10/25/21,8:16:29,"2779 19th St, San Pablo, CA 94806",SanPabloCA,5,,1,,37.97066559,-122.3464781
Multiple Gunshots,99-339600,10/23/21,22:53:06,"1325 Sanford Ave, San Pablo, CA 94806",SanPabloCA,3,21-27898,3,,37.95117078,-122.3565471
Single Gunshot,99-339215,10/23/21,3:33:11,"1940 14th St, San Pablo, CA 94806",SanPabloCA,1,21-27809,3,,37.96103782,-122.355341
Single Gunshot,99-338951,10/21/21,17:35:06,"14625 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,1,,1,,37.96923127,-122.3438868
Single Gunshot,99-338903,10/20/21,23:48:07,"2834 El Portal Dr, San Pablo, CA 94806",SanPabloCA,1,,1,,37.96295364,-122.3321329
Multiple Gunshots,99-338640,10/19/21,9:55:34,"1216 Stanton Ave, San Pablo, CA 94806",SanPabloCA,2,,1,,37.97782832,-122.3493933
Multiple Gunshots,99-338626,10/19/21,8:04:47,"2465 Frieda Ct, San Pablo, CA 94806",SanPabloCA,6,,1,,37.96750214,-122.3534527
Single Gunshot,99-338620,10/19/21,4:52:15,"14273 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,1,,1,,37.96418335,-122.3453182
Single Gunshot,99-338616,10/19/21,2:11:59,"1441 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,S21-27407,3,,37.95401343,-122.3570299
Single Gunshot,99-338442,10/17/21,19:01:35,"2742 Mission Bell Dr, San Pablo, CA 94806",SanPabloCA,1,21-27277,1,,37.96963142,-122.3419099
Probable Gunfire,99-338075,10/17/21,11:05:56,"978 Stanton Ave, San Pablo, CA 94806",SanPabloCA,3,,1,,37.97848181,-122.3523022
Probable Gunfire,99-337934,10/17/21,9:26:31,"1660 Espanillo Ct, San Pablo, CA 94806",SanPabloCA,3,,1,,37.98002222,-122.3465039
Single Gunshot,99-337863,10/16/21,21:28:32,"2920 11th St, San Pablo, CA 94806",SanPabloCA,1,21-27212,1,,37.97470434,-122.3517163
Probable Gunfire,99-336705,10/14/21,7:51:17,"14800 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,5,21-26966,1,,37.97248128,-122.3429385
Multiple Gunshots,99-336689,10/14/21,0:08:06,"1400 Sutter Ave, San Pablo, CA 94806",SanPabloCA,11,21-26949,3,,37.95680314,-122.3557703
Probable Gunfire,99-336637,10/13/21,10:46:00,"1016 Miner Ave, San Pablo, CA 94806",SanPabloCA,2,21-26889,1,,37.97947283,-122.3513268
Single Gunshot,99-336410,10/12/21,2:51:47,"1800 Rivers St, San Pablo, CA 94806",SanPabloCA,1,21-26751,1,,37.97261435,-122.3462815
Probable Gunfire,99-335960,10/10/21,7:22:19,"14660 San Pablo Ave, San Pablo, CA 94806",SanPabloCA,1,21-26623,1,,37.96990454,-122.3436474
Multiple Gunshots,99-334504,10/6/21,2:51:55,"1500 Amador St, San Pablo, CA 94806",SanPabloCA,6,21-26208,2,,37.9545002,-122.3283875
Single Gunshot,99-334399,10/4/21,20:41:34,"2999 21st St, San Pablo, CA 94806",SanPabloCA,1,21-26095,1,,37.97277829,-122.3438305
Multiple Gunshots,99-334396,10/4/21,20:20:35,"1954 Mason St, San Pablo, CA 94806",SanPabloCA,5,21-26092,3,,37.95871857,-122.3445086
Multiple Gunshots,99-334395,10/4/21,20:20:33,"2368 Dover Ave, San Pablo, CA 94806",SanPabloCA,8,21-26092,3,,37.95807343,-122.3454238
Multiple Gunshots,99-333185,10/2/21,17:46:05,"1533 Dover Ave, San Pablo, CA 94806",SanPabloCA,5,21-25878,3,,37.95985778,-122.353768
Multiple Gunshots,99-332231,9/30/21,23:02:59,"2923 San Pablo Dam Rd, San Pablo, CA 94803",SanPabloCA,3,21-25731,2,,37.95844688,-122.329639
Multiple Gunshots,99-332218,9/30/21,19:42:40,"3205 11th St, San Pablo, CA 94806",SanPabloCA,7,21-25706,1,,37.97771887,-122.3512832
Single Gunshot,99-331492,9/27/21,1:20:17,"5474 Shasta Ave, San Pablo, CA 94806",SanPabloCA,1,21-25362,2,,37.95037095,-122.3250911
Single Gunshot,99-331473,9/26/21,21:16:50,"1777 Rumrill Blvd, San Pablo, CA 94806",SanPabloCA,1,21-25353,3,,37.95851322,-122.3567296
Probable Gunfire,99-331388,9/26/21,10:46:50,"1628 Broadway Ave, San Pablo, CA 94806",SanPabloCA,2,21-25318,1,,37.97095594,-122.3478373
Multiple Gunshots,99-331179,9/26/21,0:37:01,"1303 Market Ave, San Pablo, CA 94806",SanPabloCA,7,21-25295,3,,37.95881852,-122.3558522
Probable Gunfire,99-330575,9/23/21,9:56:00,"2951 11th St, San Pablo, CA 94806",SanPabloCA,4,21-25044,1,,37.9752332,-122.3522074
Probable Gunfire,99-330440,9/22/21,18:07:30,"3144 Larchmont Ln, San Pablo, CA 94806",SanPabloCA,4,21-24999,1,,37.97662918,-122.347043
Multiple Gunshots,99-330438,9/22/21,18:05:24,"904 Stanton Ave, San Pablo, CA 94806",SanPabloCA,10,21-24998,1,,37.97861035,-122.3530453
Multiple Gunshots,99-330436,9/22/21,18:02:50,"904 Stanton Ave, San Pablo, CA 94806",SanPabloCA,7,21-24998,1,,37.97861035,-122.3530453
