Type,Respond ID,Date,Time,Address,Zone,Rounds,CAD ID,Beat,District,Latitude,Longitude
Multiple Gunshots,99-91778,12/21/16,2:06:03,"1515 15th St, San Pablo, CA",SanPabloCA,8,379,3,,37.9555669,-122.355111
Multiple Gunshots,99-91686,12/18/16,15:55:21,"1814 Lake St, San Pablo, CA",SanPabloCA,8,575,1,,37.97095523,-122.3466621
Multiple Gunshots,99-91676,12/18/16,4:00:02,"1900 Bush Ave, San Pablo, CA",SanPabloCA,4,239,3,,37.95576263,-122.3512951
Multiple Gunshots,99-91674,12/17/16,22:12:21,"1485 Marelia Ct, San Pablo, CA",SanPabloCA,4,78,3,,37.96241474,-122.3537497
Multiple Gunshots,99-91562,12/16/16,14:39:19,"1116 Trenton Blvd, San Pablo, CA",SanPabloCA,2,72,1,,37.9696534,-122.3526074
Multiple Gunshots,99-91543,12/15/16,23:13:48,"1817 Sutter Ave, San Pablo, CA",SanPabloCA,12,570,3,,37.95662172,-122.3515255
Multiple Gunshots,99-91542,12/15/16,21:52:36,"1740 16th St, San Pablo, CA",SanPabloCA,2,513,3,,37.95740274,-122.3538528
Multiple Gunshots,99-91527,12/14/16,1:41:38,"1349-1401 Emeric Ave, San Pablo, CA",SanPabloCA,8,110,3,,37.95419578,-122.3560512
Multiple Gunshots,99-91526,12/13/16,23:31:28,"1400 Miner Ave, San Pablo, CA",SanPabloCA,12,64,1,,37.97901647,-122.3473547
Multiple Gunshots,99-91523,12/13/16,2:09:01,"1740 16th St, San Pablo, CA",SanPabloCA,9,338,3,,37.95740756,-122.3538574
Multiple Gunshots,99-91522,12/13/16,0:07:31,"2017 Sutter Ave, San Pablo, CA",SanPabloCA,11,295,3,,37.95668942,-122.3498031
Multiple Gunshots,99-91409,12/9/16,19:17:03,"1601-1651 Stanton Ave, San Pablo, CA",SanPabloCA,8,91,1,,37.97843773,-122.3463295
Single Gunshot,99-91351,12/6/16,21:32:59,"2301-2369 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,938,1,,37.96606396,-122.3523967
Probable Gunfire,99-91246,12/3/16,4:25:48,"1665 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,83,3,,37.95726033,-122.3567813
Multiple Gunshots,99-91224,12/1/16,21:30:33,"1864 Van Ness St, San Pablo, CA",SanPabloCA,5,109,3,,37.95737434,-122.3442357
Multiple Gunshots,99-91167,11/30/16,19:54:39,"1423 Pine Ave, San Pablo, CA",SanPabloCA,5,261,3,,37.95502916,-122.3552951
Multiple Gunshots,99-90962,11/26/16,17:47:35,"1749 Broadway Ave, San Pablo, CA",SanPabloCA,6,187,1,,37.97068944,-122.3474144
Single Gunshot,99-90877,11/24/16,21:55:16,"2855 11th St, San Pablo, CA",SanPabloCA,1,949,1,,37.97354701,-122.3525654
Multiple Gunshots,99-90876,11/24/16,21:55:03,"2855 11th St, San Pablo, CA",SanPabloCA,10,,1,,37.97351966,-122.3526693
Multiple Gunshots,99-90867,11/24/16,21:31:17,"1751 Dover Ave, San Pablo, CA",SanPabloCA,8,941,3,,37.95975179,-122.3514681
Single Gunshot,99-90729,11/21/16,18:06:37,"1813 22nd St, San Pablo, CA",SanPabloCA,1,657,3,,37.95746939,-122.3483804
Single Gunshot,99-90685,11/20/16,2:22:04,"1231 18th St, San Pablo, CA",SanPabloCA,1,466,3,,37.95233973,-122.3523732
Probable Gunfire,99-90669,11/18/16,19:24:08,"2500 San Pablo Dam Rd, San Pablo, CA",SanPabloCA,3,511,2,,37.95486463,-122.3306081
Single Gunshot,99-90651,11/18/16,1:53:13,"2200-2228 Vale Rd, San Pablo, CA",SanPabloCA,1,888,2,,37.95577281,-122.3353868
Single Gunshot,99-90635,11/16/16,23:11:57,"1970 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,197,3,,37.96187378,-122.3558117
Multiple Gunshots,99-90634,11/16/16,22:38:16,"1922 Bush Ave, San Pablo, CA",SanPabloCA,5,186,3,,37.955706,-122.3507535
Multiple Gunshots,99-90537,11/14/16,2:18:15,"900 John Ave, San Pablo, CA",SanPabloCA,2,934,1,,37.97936875,-122.3529581
Multiple Gunshots,99-90391,11/10/16,19:00:16,"2930-2998 11th St, San Pablo, CA",SanPabloCA,6,409,1,,37.97491916,-122.3520067
Multiple Gunshots,99-90390,11/10/16,19:00:12,"1826 Dover Ave, San Pablo, CA",SanPabloCA,6,407,3,,37.95917797,-122.3506568
Multiple Gunshots,99-90340,11/6/16,21:55:01,"2527-2599 Manchester Ave, San Pablo, CA",SanPabloCA,2,235,1,,37.96978999,-122.3530743
Multiple Gunshots,99-90323,11/6/16,2:53:27,"2846-2872 West Ln, San Pablo, CA",SanPabloCA,3,701,1,,37.97421569,-122.3538902
Single Gunshot,99-90321,11/6/16,2:53:10,"2600 Giant Road, San Pablo, CA",SanPabloCA,1,701,1,,37.96807179,-122.3559004
Multiple Gunshots,99-90250,11/4/16,2:00:33,"2885 Willow Rd, San Pablo, CA",SanPabloCA,2,132,2,,37.95983699,-122.3388912
Single Gunshot,99-90146,10/30/16,1:20:17,"2341 Market Ave, San Pablo, CA",SanPabloCA,1,366,3,,37.95682676,-122.3463517
Multiple Gunshots,99-90141,10/29/16,21:56:29,"1821 Powell St, San Pablo, CA",SanPabloCA,2,219,3,,37.95699071,-122.346577
Multiple Gunshots,99-90139,10/29/16,18:42:11,"1859-1899 Powell St, San Pablo, CA",SanPabloCA,3,92,3,,37.95807875,-122.3461364
Multiple Gunshots,99-90088,10/27/16,20:47:48,"2215-2299 Alfreda Blvd, San Pablo, CA",SanPabloCA,2,830,3,,37.952598,-122.347774
Multiple Gunshots,99-90035,10/25/16,20:10:18,"1243 Stanton Ave, San Pablo, CA",SanPabloCA,4,242,1,,37.97809977,-122.3485306
Multiple Gunshots,99-89957,10/19/16,9:58:40,"1963 19th St, San Pablo, CA",SanPabloCA,5,94,3,,37.96019578,-122.35054
Multiple Gunshots,99-89956,10/19/16,9:58:11,"1962 18th St, San Pablo, CA",SanPabloCA,3,94,3,,37.96029189,-122.3506088
Multiple Gunshots,99-89947,10/19/16,0:19:06,"1724 15th St, San Pablo, CA",SanPabloCA,6,912,3,,37.95745985,-122.3547372
Multiple Gunshots,99-89945,10/18/16,23:21:01,"1201 Trenton Blvd, San Pablo, CA",SanPabloCA,3,891,1,,37.97048277,-122.3520154
Single Gunshot,99-89940,10/18/16,20:54:47,"1601-1651 Stanton Ave, San Pablo, CA",SanPabloCA,1,802,1,,37.97840612,-122.346364
Single Gunshot,99-89939,10/18/16,19:39:59,"2675 Kelley Ave, San Pablo, CA",SanPabloCA,1,743,1,,37.97037069,-122.3516659
Single Gunshot,99-89866,10/17/16,1:04:33,"2955 17th St, San Pablo, CA",SanPabloCA,1,319,1,,37.97405732,-122.347084
Single Gunshot,99-89830,10/16/16,9:28:19,"2092 California Ave, San Pablo, CA",SanPabloCA,1,879,3,,37.95332897,-122.3498489
Multiple Gunshots,99-89828,10/15/16,20:41:58,"2290 Sanford Ave, San Pablo, CA",SanPabloCA,9,562,3,,37.95102488,-122.3477981
Multiple Gunshots,99-89811,10/15/16,17:10:35,"911 Stanton Ave, San Pablo, CA",SanPabloCA,3,426,1,,37.97873668,-122.3528561
Multiple Gunshots,99-89793,10/14/16,1:46:03,"2020 Sutter Ave, San Pablo, CA",SanPabloCA,8,46,3,,37.95653614,-122.3494237
Single Gunshot,99-89727,10/10/16,22:35:44,"1217 Stanton Ave, San Pablo, CA",SanPabloCA,1,649,1,,37.9780948,-122.3495388
Single Gunshot,99-89710,10/9/16,19:36:40,"1640 Manor Dr, San Pablo, CA",SanPabloCA,1,778,3,,37.96196726,-122.3519625
Probable Gunfire,99-89709,10/9/16,19:26:53,"1301 Broadway Ave, San Pablo, CA",SanPabloCA,1,766,1,,37.97365155,-122.3502104
Single Gunshot,99-89468,9/28/16,22:30:43,"1405 23rd St, San Pablo, CA",SanPabloCA,1,,3,,37.95443287,-122.3473518
Probable Gunfire,99-89432,9/24/16,22:19:53,"1701-1799 Baker St, San Pablo, CA",SanPabloCA,5,22,1,,37.96643042,-122.3486092
Multiple Gunshots,99-89431,9/24/16,22:18:51,"2420-2426 18th St, San Pablo, CA",SanPabloCA,14,22,1,,37.96657969,-122.348324
Multiple Gunshots,99-89429,9/24/16,20:53:13,"2215 Emeric Ave, San Pablo, CA",SanPabloCA,4,943,3,,37.95420065,-122.3476372
Probable Gunfire,99-89412,9/24/16,11:25:55,"1301 Brookside Dr, San Pablo, CA",SanPabloCA,1,599,3,,37.96376709,-122.3546991
Multiple Gunshots,99-89344,9/19/16,20:28:54,"18 Haviland Ct, San Pablo, CA",SanPabloCA,29,894,1,,37.9693623,-122.3535948
Probable Gunfire,99-89289,9/18/16,0:39:23,"1821 17th St, San Pablo, CA",SanPabloCA,2,348,3,,37.95854612,-122.3529834
Multiple Gunshots,99-89288,9/18/16,0:38:48,"1619-1621 Dover Ave, San Pablo, CA",SanPabloCA,8,346,3,,37.95989769,-122.3529555
Probable Gunfire,99-89274,9/17/16,18:38:59,"1600-1698 Dover Ave, San Pablo, CA",SanPabloCA,6,72,3,,37.95978948,-122.3530903
Single Gunshot,99-89227,9/16/16,3:50:49,"5 Sheffield Ct, San Pablo, CA",SanPabloCA,1,766,1,,37.96962434,-122.3522782
Multiple Gunshots,99-89196,9/13/16,1:36:29,"2541 MacArthur Ave, San Pablo, CA",SanPabloCA,7,393,1,,37.96759784,-122.3506273
Multiple Gunshots,99-89125,9/7/16,1:12:52,"2679 Kelley Ave, San Pablo, CA",SanPabloCA,2,676,1,,37.97050693,-122.3511392
Single Gunshot,99-89120,9/5/16,23:17:52,"1937 Powell St, San Pablo, CA",SanPabloCA,1,700,3,,37.95884543,-122.3462913
Multiple Gunshots,99-89117,9/5/16,19:56:03,"1748 16th St, San Pablo, CA",SanPabloCA,6,,3,,37.95765846,-122.3535265
Multiple Gunshots,99-89109,9/5/16,0:41:53,"2780 13th St, San Pablo, CA",SanPabloCA,2,52,1,,37.97165543,-122.3507321
Multiple Gunshots,99-89108,9/5/16,0:41:38,"1207 Trenton Blvd, San Pablo, CA",SanPabloCA,4,51,1,,37.97037612,-122.3517926
Single Gunshot,99-89106,9/5/16,0:03:54,"2020 Emeric Ave, San Pablo, CA",SanPabloCA,1,,3,,37.95413317,-122.3497085
Multiple Gunshots,99-89088,9/3/16,21:22:52,"1865 18th St, San Pablo, CA",SanPabloCA,8,226,3,,37.95897245,-122.3516077
Multiple Gunshots,99-89046,8/31/16,0:43:43,"2812 11th St, San Pablo, CA",SanPabloCA,3,217,1,,37.97276125,-122.3525887
Multiple Gunshots,99-89040,8/30/16,18:37:04,"3137 Larchmont Ln, San Pablo, CA",SanPabloCA,5,24,1,,37.97653499,-122.3478183
Multiple Gunshots,99-89030,8/29/16,19:12:20,"1601-1627 19th St, San Pablo, CA",SanPabloCA,4,181,3,,37.95587586,-122.3513993
Probable Gunfire,99-89019,8/28/16,19:47:52,"2300-2326 Market Ave, San Pablo, CA",SanPabloCA,2,302,3,,37.95678366,-122.3471713
Probable Gunfire,99-88990,8/27/16,17:54:14,"1025 Rd 20, San Pablo, CA",SanPabloCA,1,432,1,,37.9667101,-122.3542584
Multiple Gunshots,99-88976,8/27/16,4:14:54,"1867 Van Ness St, San Pablo, CA",SanPabloCA,5,43,3,,37.95752436,-122.3444484
Multiple Gunshots,99-88888,8/21/16,12:53:31,"2501 MacArthur Ave, San Pablo, CA",SanPabloCA,9,612,1,,37.96668092,-122.3509206
Multiple Gunshots,99-88834,8/18/16,19:53:12,"1524 15th St, San Pablo, CA",SanPabloCA,6,514,3,,37.9554542,-122.3550135
Probable Gunfire,99-88806,8/16/16,12:16:23,"1428 S Victoria Ct, San Pablo, CA",SanPabloCA,1,716,3,,37.95114045,-122.3547739
Multiple Gunshots,99-88792,8/15/16,14:38:37,"1495 Emeric Ave, San Pablo, CA",SanPabloCA,12,991,3,,37.95435921,-122.3554536
Single Gunshot,99-88789,8/15/16,1:35:59,"1518 Stanton Ave, San Pablo, CA",SanPabloCA,1,590,1,,37.97817454,-122.3463118
Multiple Gunshots,99-88788,8/15/16,1:31:12,"2565 MacArthur Ave, San Pablo, CA",SanPabloCA,2,588,1,,37.96801484,-122.3504283
Single Gunshot,99-88787,8/15/16,1:28:58,"2354 18th St, San Pablo, CA",SanPabloCA,1,586,1,,37.96484889,-122.3489006
Multiple Gunshots,99-88784,8/14/16,23:52:36,"2707 17th St, San Pablo, CA",SanPabloCA,13,550,1,,37.97006712,-122.3482652
Multiple Gunshots,99-88785,8/14/16,23:52:36,"2687 20th St, San Pablo, CA",SanPabloCA,8,,1,,37.96874014,-122.3463885
Multiple Gunshots,99-88783,8/14/16,23:52:29,"2685 20th St, San Pablo, CA",SanPabloCA,10,550,1,,37.96865331,-122.3463712
Probable Gunfire,99-88768,8/13/16,12:52:20,"2352 Rumrill Rd, San Pablo, CA",SanPabloCA,10,325,1,,37.96563603,-122.3517243
Multiple Gunshots,99-88750,8/11/16,18:01:45,"2679 Kelley Ave, San Pablo, CA",SanPabloCA,6,41,1,,37.97056886,-122.3512999
Single Gunshot,99-88731,8/10/16,2:25:04,"2671 Kelley Ave, San Pablo, CA",SanPabloCA,1,840,1,,37.97036381,-122.3517331
Multiple Gunshots,99-88703,8/7/16,21:30:29,"1471 Madrone Way, San Pablo, CA",SanPabloCA,2,,1,,37.97584604,-122.3474324
Multiple Gunshots,99-88702,8/7/16,21:30:25,"1474 Palmer Ave, San Pablo, CA",SanPabloCA,2,,1,,37.97585399,-122.3473954
Multiple Gunshots,99-88684,8/7/16,5:09:50,"1524 15th St, San Pablo, CA",SanPabloCA,3,642,3,,37.95548366,-122.3548072
Single Gunshot,99-88564,7/31/16,22:35:00,"19 Sheffield Ct, San Pablo, CA",SanPabloCA,1,753,1,,37.96870433,-122.3522206
Probable Gunfire,99-88474,7/26/16,21:36:14,"1433 Market Ave, San Pablo, CA",SanPabloCA,1,896,3,,37.95853185,-122.3549973
Multiple Gunshots,99-88410,7/23/16,22:23:15,"100 San Pablo Towne Center, San Pablo, CA",SanPabloCA,10,,2,,37.95431587,-122.3329698
Multiple Gunshots,99-88332,7/19/16,22:51:26,"2901 12th St, San Pablo, CA",SanPabloCA,7,224,1,,37.97408609,-122.3515616
Multiple Gunshots,99-88331,7/19/16,22:51:16,"2892 11th St, San Pablo, CA",SanPabloCA,3,224,1,,37.97412338,-122.3519835
Probable Gunfire,99-88284,7/18/16,0:16:13,"1800 Wilcox Ave, San Pablo, CA",SanPabloCA,1,670,3,,37.95159751,-122.3519395
Multiple Gunshots,99-88147,7/13/16,13:17:28,"1421 Stanton Ave, San Pablo, CA",SanPabloCA,2,113,1,,37.9781502,-122.3471522
Multiple Gunshots,99-88035,7/10/16,22:18:46,"1529 23rd St, San Pablo, CA",SanPabloCA,2,116,3,,37.9557422,-122.3475315
Single Gunshot,99-87467,7/6/16,17:56:21,"2995 19th St, San Pablo, CA",SanPabloCA,1,2,1,,37.97479792,-122.3449415
Multiple Gunshots,99-84878,7/4/16,1:00:35,"2600 Giant Rd, San Pablo, CA",SanPabloCA,7,719,1,,37.96967816,-122.3549633
Multiple Gunshots,99-84834,7/4/16,0:04:59,"1315 California Ave, San Pablo, CA",SanPabloCA,5,687,3,,37.95359755,-122.3561183
Multiple Gunshots,99-84833,7/4/16,0:04:56,"1491 Emeric Ave, San Pablo, CA",SanPabloCA,9,687,3,,37.95420092,-122.3555952
Multiple Gunshots,99-84755,7/3/16,23:14:44,"2901 12th St, San Pablo, CA",SanPabloCA,10,649,1,,37.97405751,-122.3514809
Multiple Gunshots,99-84367,7/3/16,21:25:21,"1420 23rd St, San Pablo, CA",SanPabloCA,10,545,3,,37.95450636,-122.347151
Single Gunshot,99-83145,7/1/16,22:44:25,"1630 Manor Dr, San Pablo, CA",SanPabloCA,1,983,3,,37.96184922,-122.3521975
Single Gunshot,99-82559,6/28/16,22:30:45,"2909 21st St, San Pablo, CA",SanPabloCA,1,,1,,37.97248708,-122.3432919
Single Gunshot,99-82287,6/27/16,11:05:21,"1441 Broadway Ave, San Pablo, CA",SanPabloCA,1,,1,,37.97263133,-122.349262
Probable Gunfire,99-82153,6/26/16,17:06:26,"2505 17th St, San Pablo, CA",SanPabloCA,1,899,1,,37.96695723,-122.3502386
Probable Gunfire,99-81869,6/24/16,15:21:06,"2916-2920 11th St, San Pablo, CA",SanPabloCA,1,315,1,,37.97460942,-122.3521324
Single Gunshot,99-81860,6/24/16,1:20:25,"2781 20th St, San Pablo, CA",SanPabloCA,1,919,1,,37.97062043,-122.3453263
Single Gunshot,99-81846,6/23/16,22:09:55,"2812 Giant Rd, San Pablo, CA",SanPabloCA,1,820,1,,37.97324051,-122.3534756
Probable Gunfire,99-81799,6/23/16,15:24:10,"1737 15th St, San Pablo, CA",SanPabloCA,1,521,3,,37.95760713,-122.3549129
Multiple Gunshots,99-81619,6/20/16,21:35:24,"1939 Wilcox Ave, San Pablo, CA",SanPabloCA,8,,3,,37.95180917,-122.3503483
Single Gunshot,99-81146,6/17/16,23:34:13,"1800 Rivers St, San Pablo, CA",SanPabloCA,1,,1,,37.97270753,-122.3462602
Single Gunshot,99-80811,6/14/16,21:14:31,"1484 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,761,3,,37.95492428,-122.3567324
Single Gunshot,99-80810,6/14/16,21:10:06,"1326 Pine Ave, San Pablo, CA",SanPabloCA,1,754,3,,37.9548868,-122.3562568
Probable Gunfire,99-80629,6/12/16,13:21:32,"2145 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,976,3,,37.96350718,-122.3551765
Single Gunshot,99-80433,6/9/16,22:09:06,"1521 15th St, San Pablo, CA",SanPabloCA,1,926,3,,37.95560728,-122.3551683
Single Gunshot,99-80421,6/9/16,20:28:38,"1620 Stanton Ave, San Pablo, CA",SanPabloCA,1,862,1,,37.97861183,-122.3460045
Multiple Gunshots,99-80394,6/9/16,2:34:23,"2667 Kelley Ave, San Pablo, CA",SanPabloCA,4,279,1,,37.97001341,-122.3512526
Single Gunshot,99-80221,6/6/16,21:05:29,"1309 Fillmore St, San Pablo, CA",SanPabloCA,1,495,3,,37.9523186,-122.3580291
Probable Gunfire,99-80215,6/6/16,19:53:50,"2439 Merritt Ave, San Pablo, CA",SanPabloCA,1,437,1,,37.96614031,-122.3496427
Single Gunshot,99-80214,6/6/16,19:49:29,"2797 12th St, San Pablo, CA",SanPabloCA,1,433,1,,37.97226562,-122.3519134
Multiple Gunshots,99-79939,5/29/16,22:06:34,"1655 Folsom St, San Pablo, CA",SanPabloCA,2,,3,,37.96148787,-122.3514936
Single Gunshot,99-79916,5/28/16,22:49:03,"1621 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,603,3,,37.9559017,-122.356943
Single Gunshot,99-79820,5/26/16,6:47:45,"13613 San Pablo Ave, San Pablo, CA",SanPabloCA,1,534,2,,37.95688767,-122.3377645
Single Gunshot,99-79783,5/25/16,7:44:27,"21ST St, San Pablo, CA",SanPabloCA,1,714,1,,37.97283035,-122.3431985
Single Gunshot,99-79776,5/24/16,20:55:44,"1700 Emeric Ave, San Pablo, CA",SanPabloCA,1,520,3,,37.95412094,-122.3531307
Probable Gunfire,99-79749,5/24/16,4:54:57,"2025 21st St, San Pablo, CA",SanPabloCA,1,867,3,,37.9610131,-122.3484515
Multiple Gunshots,99-79544,5/12/16,15:27:28,"1736 15th St, San Pablo, CA",SanPabloCA,2,178,3,,37.95760327,-122.354677
Probable Gunfire,99-79526,5/10/16,3:06:17,"2675 Kelley Ave, San Pablo, CA",SanPabloCA,1,229,1,,37.97042579,-122.351752
Single Gunshot,99-79403,5/5/16,0:54:18,"1291 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,463,3,,37.95189111,-122.3571711
Multiple Gunshots,99-79402,5/5/16,0:53:30,"1411 Rumrill Blvd, San Pablo, CA",SanPabloCA,4,463,3,,37.95328628,-122.3577833
Probable Gunfire,99-79376,5/2/16,18:08:17,"2501 Mac Arthur Ave, San Pablo, CA",SanPabloCA,1,703,1,,37.96664318,-122.3509612
Single Gunshot,99-79215,4/25/16,21:19:34,"1651 Stanton Ave, San Pablo, CA",SanPabloCA,1,451,1,,37.97900924,-122.3456098
Single Gunshot,99-79203,4/25/16,0:54:13,"1710 Miner Ave, San Pablo, CA",SanPabloCA,1,738,1,,37.97605579,-122.3460865
Single Gunshot,99-79202,4/25/16,0:53:50,"1617 Miner Ave, San Pablo, CA",SanPabloCA,1,738,1,,37.97776325,-122.3461438
Single Gunshot,99-79043,4/19/16,18:35:10,"900 Road 20, San Pablo, CA",SanPabloCA,1,691,1,,37.96689318,-122.3561813
Multiple Gunshots,99-78946,4/14/16,20:24:54,"2411 18th St, San Pablo, CA",SanPabloCA,8,980,1,,37.96638491,-122.3485253
Multiple Gunshots,99-78945,4/14/16,20:24:49,"1770 Baker St, San Pablo, CA",SanPabloCA,6,979,1,,37.9662988,-122.348836
Probable Gunfire,99-78718,4/7/16,9:37:35,"1348 Redwood Cir, San Pablo, CA",SanPabloCA,2,467,1,,37.97634125,-122.3486187
Multiple Gunshots,99-78704,4/5/16,22:47:02,"1432 Sutter Ave, San Pablo, CA",SanPabloCA,3,428,3,,37.95689905,-122.3548943
Multiple Gunshots,99-78644,4/2/16,23:42:38,"2624 17th St, San Pablo, CA",SanPabloCA,9,4,1,,37.96871041,-122.3486437
Multiple Gunshots,99-78643,4/2/16,23:42:37,"2531 Rumrill Blvd, San Pablo, CA",SanPabloCA,9,5,1,,37.96788812,-122.3480053
Single Gunshot,99-78639,4/2/16,18:15:35,"2250 Broadway, San Pablo, CA",SanPabloCA,1,741,1,,37.96774167,-122.3445994
Probable Gunfire,99-78623,4/2/16,11:29:55,"2435 Manchester Ave, San Pablo, CA",SanPabloCA,1,512,1,,37.96710673,-122.3543353
Multiple Gunshots,99-78619,4/1/16,22:47:05,"2425 Manchester Ave, San Pablo, CA",SanPabloCA,2,209,1,,37.96706847,-122.3542149
Probable Gunfire,99-78615,4/1/16,19:41:05,"2230 Alfreda Blvd, San Pablo, CA",SanPabloCA,2,56,3,,37.95243823,-122.3478766
Single Gunshot,99-78571,3/31/16,2:20:22,"1211 Trenton Blvd, San Pablo, CA",SanPabloCA,1,718,1,,37.97028466,-122.3516852
Multiple Gunshots,99-78535,3/28/16,22:39:51,"2802 10th St 3, San Pablo, CA",SanPabloCA,3,77,1,,37.97257223,-122.3531798
Multiple Gunshots,99-78475,3/27/16,1:28:52,"2680-2874 Giant Rd, San Pablo, CA",SanPabloCA,2,725,1,,37.9721502,-122.3548733
Probable Gunfire,99-78364,3/23/16,5:34:49,"2145 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,719,3,,37.96357796,-122.3551325
Single Gunshot,99-78298,3/21/16,0:14:47,"1777 Sanford Ave, San Pablo, CA",SanPabloCA,1,165,3,,37.95128616,-122.3521385
Multiple Gunshots,99-78157,3/16/16,19:13:48,"1711 Brookside Dr, San Pablo, CA",SanPabloCA,6,998,3,,37.96314503,-122.3508617
Multiple Gunshots,99-78126,3/14/16,12:24:01,"2 Cherrywood Ct, San Pablo, CA",SanPabloCA,6,,2,,37.9573642,-122.3356104
Multiple Gunshots,99-78101,3/12/16,19:37:36,"1883 Rumrill Blvd, San Pablo, CA",SanPabloCA,4,,3,,37.96036969,-122.3574768
Multiple Gunshots,99-78100,3/12/16,19:37:26,"1883 Rumrill Blvd, San Pablo, CA",SanPabloCA,5,847,3,,37.96035418,-122.3574857
Probable Gunfire,99-78093,3/11/16,13:10:11,"1408 Victoria S Ct, San Pablo, CA",SanPabloCA,1,872,3,,37.9513569,-122.355109
Single Gunshot,99-78078,3/9/16,14:27:59,"1327 Rumrill Blvd, San Pablo, CA",SanPabloCA,1,483,3,,37.95266275,-122.3571391
Single Gunshot,99-77886,2/29/16,13:39:45,"2101 Emeric Ave, San Pablo, CA",SanPabloCA,1,651,3,,37.95420511,-122.349279
Multiple Gunshots,99-77857,2/27/16,21:53:38,"1510 Mission Ave, San Pablo, CA",SanPabloCA,3,401,3,,37.95923603,-122.3547112
Multiple Gunshots,99-77851,2/27/16,19:16:33,"1707 17th St, San Pablo, CA",SanPabloCA,3,272,3,,37.95681094,-122.3532153
Multiple Gunshots,99-77790,2/25/16,21:13:00,"2925 12th St 3, San Pablo, CA",SanPabloCA,8,758,1,,37.97468026,-122.3510932
Multiple Gunshots,99-77756,2/22/16,20:42:58,"2212 Alfreda Blvd, San Pablo, CA",SanPabloCA,3,,3,,37.95256665,-122.3481352
Multiple Gunshots,99-77755,2/22/16,20:42:53,"2212 Alfreda Blvd, San Pablo, CA",SanPabloCA,3,,3,,37.95254567,-122.3481152
Single Gunshot,99-77714,2/21/16,1:10:45,"1436 23rd St, San Pablo, CA",SanPabloCA,1,58,3,,37.95483658,-122.3471351
Probable Gunfire,99-77601,2/18/16,18:49:14,"2885 13th St, San Pablo, CA",SanPabloCA,1,453,1,,37.97383267,-122.3508661
Multiple Gunshots,99-77240,2/8/16,21:11:29,"920 Trenton Blvd, San Pablo, CA",SanPabloCA,4,675,1,,37.97022835,-122.3547839
Multiple Gunshots,99-77236,2/7/16,20:15:48,"920 Trenton Blvd, San Pablo, CA",SanPabloCA,4,,1,,37.97023987,-122.3547702
Probable Gunfire,99-77145,2/3/16,6:29:14,"13723 San Pablo Ave, San Pablo, CA",SanPabloCA,1,215,2,,37.95796989,-122.3393355
Multiple Gunshots,99-77142,2/3/16,3:43:03,"1500 Lake St, San Pablo, CA",SanPabloCA,2,181,1,,37.97174198,-122.3493
Single Gunshot,99-77121,2/1/16,15:13:17,"1212 California St, San Pablo, CA",SanPabloCA,1,929,3,,37.9531693,-122.357574
Multiple Gunshots,99-76961,1/29/16,23:49:11,"1402 Dover Ave, San Pablo, CA",SanPabloCA,4,48,3,,37.9599952,-122.3552963
Multiple Gunshots,99-76960,1/29/16,23:47:49,"2301-2395 Giant Rd, San Pablo, CA",SanPabloCA,5,46,3,,37.96655156,-122.3564988
Probable Gunfire,99-76941,1/27/16,4:53:57,"2462 18th St, San Pablo, CA",SanPabloCA,11,846,1,,37.96734601,-122.3477687
Multiple Gunshots,99-76714,1/21/16,4:32:29,"3525 Maricopa Ave, San Pablo, CA",SanPabloCA,4,419,2,,37.95076692,-122.3330435
Single Gunshot,99-76692,1/18/16,4:06:14,"2861 11th St, San Pablo, CA",SanPabloCA,1,101,1,,37.9735835,-122.3524233
Single Gunshot,99-76622,1/13/16,6:37:01,"14201-14253 San Pablo Ave, San Pablo, CA",SanPabloCA,1,603,3,,37.96273104,-122.3456051
Single Gunshot,99-76616,1/11/16,22:52:47,"1108 Trenton Blvd, San Pablo, CA",SanPabloCA,1,634,1,,37.96996455,-122.352699
Single Gunshot,99-76613,1/11/16,8:44:52,"2987 18th St, San Pablo, CA",SanPabloCA,1,60,1,,37.97405905,-122.3461472
Single Gunshot,99-76583,1/8/16,23:15:47,"3327 11th St, San Pablo, CA",SanPabloCA,1,472,1,,37.97896704,-122.3506366
Multiple Gunshots,99-76569,1/8/16,17:08:10,"1213 Stanton Ave, San Pablo, CA",SanPabloCA,4,220,1,,37.97811185,-122.3496449
Multiple Gunshots,99-76525,1/3/16,17:29:01,"3402 11th St, San Pablo, CA",SanPabloCA,2,489,1,,37.97929692,-122.3504386
Single Gunshot,99-76451,1/1/16,1:00:30,"1627 19th St, San Pablo, CA",SanPabloCA,1,585,3,,37.95628652,-122.351425
Multiple Gunshots,99-76436,1/1/16,0:34:11,"1412 Mission Ave, San Pablo, CA",SanPabloCA,4,,3,,37.95939492,-122.355467
Multiple Gunshots,99-76432,1/1/16,0:33:08,"1412 Mission Ave, San Pablo, CA",SanPabloCA,13,,3,,37.95939985,-122.3554813
