Type,"Respond ID",Date,Time,Address,Zone,Rounds,"CAD ID",Beat,District,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"Multiple Gunshots",661-130874,9/17/20,22:30:09,"700 blk L St, Bakersfield, CA 93304",BakersfieldCA,4,20-171561,BP231,Metro,35.363717,-119.016228,1,rooftop,700,"L St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-130805,9/17/20,8:43:57,"1200 blk Eureka St, Bakersfield, CA 93305",BakersfieldCA,2,20-171038,BP325,Metro,35.371034,-118.986348,1,rooftop,1200,"Eureka St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-130795,9/17/20,6:44:01,"1100 blk King St, Bakersfield, CA 93305",BakersfieldCA,7,20-170993,BP304,Metro,35.379771,-118.990231,1,range_interpolation,1100,"King St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-130790,9/17/20,4:42:24,"900 blk Kentucky St, Bakersfield, CA 93305",BakersfieldCA,2,20-170965,BP304,Metro,35.378265,-118.989083,1,range_interpolation,900,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-130733,9/16/20,21:37:52,"500 blk E 4th St, Bakersfield, CA 93307",BakersfieldCA,1,20-170827,BP322,Metro,35.36091,-118.999232,1,range_interpolation,500,"E 4th St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-130724,9/16/20,20:27:13,"1009 blk Gage St, Bakersfield, CA 93305",BakersfieldCA,2,20-170791,BP304,Metro,35.377419,-118.985829,1,range_interpolation,1009,"Gage St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-130710,9/16/20,19:20:13,"200 blk 9th St, Bakersfield, CA 93304",BakersfieldCA,1,20-170748,BP234,Metro,35.365171,-119.004256,1,range_interpolation,200,"9th St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-130620,9/16/20,1:39:07,"200 blk S Brown St, Bakersfield, CA 93305",BakersfieldCA,1,20-170100,BP332,Metro,35.357745,-118.985262,0.95,range_interpolation,200,"S Brown St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-130615,9/16/20,0:32:53,"30 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,2,20-170085,BP300,Metro,35.383023,-119.002003,1,range_interpolation,30,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-130609,9/15/20,23:45:41,"1100 blk Haley St, Bakersfield, CA 93305",BakersfieldCA,4,20-170073,BP304,Metro,35.377559,-118.98112,1,rooftop,1100,"Haley St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-130595,9/15/20,21:21:19,"1200 blk Murdock St, Bakersfield, CA 93307",BakersfieldCA,7,20-170028,BP326,Metro,35.362392,-118.989545,1,rooftop,1200,"Murdock St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-130506,9/15/20,17:54:33,"1000 blk S Robinson St, Bakersfield, CA 93307",BakersfieldCA,1,20-169935,BP326,Metro,35.366736,-118.988687,1,range_interpolation,1000,"S Robinson St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-130444,9/15/20,0:33:19,"900 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,1,20-169461,BP304,Metro,35.380353,-118.987673,1,rooftop,900,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-130417,9/14/20,21:00:48,"300 blk S Owens St, Bakersfield, CA 93307",BakersfieldCA,1,20-169388,BP327,Metro,35.359512,-118.991103,1,rooftop,300,"S Owens St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-130416,9/14/20,21:00:39,"1000 blk E 3rd St, Bakersfield, CA 93307",BakersfieldCA,30,20-169388,BP327,Metro,35.359518,-118.991897,1,range_interpolation,1000,"E 3rd St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-130366,9/14/20,17:06:14,"500 blk Union Ave, Bakersfield, CA 93307",BakersfieldCA,1,169249,BP234,Metro,35.362045,-119.002812,1,range_interpolation,500,"Union Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-130274,9/13/20,23:24:01,"20 blk Brundage Ln, Bakersfield, CA 93304",BakersfieldCA,7,20-168752,BP235,Metro,35.353984,-119.00309,1,range_interpolation,20,"Brundage Ln",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-130202,9/13/20,20:04:49,"300 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,1,20-168638,BP300,Metro,35.382614,-118.997605,1,range_interpolation,300,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-130160,9/13/20,17:13:59,"1000 blk Oregon St, Bakersfield, CA 93305",BakersfieldCA,1,20-168548,BP303,Metro,35.382398,-118.985709,1,rooftop,1000,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Multiple Gunshots",661-130040,9/12/20,22:51:59,"100 blk Liggett St, Bakersfield, CA 93307",BakersfieldCA,4,20-168093,BP322,Metro,35.355775,-119.001793,1,rooftop,100,"Liggett St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-129939,9/12/20,14:52:36,"500 blk N St, Bakersfield, CA 93304",BakersfieldCA,4,20-167731,BP231,Metro,35.361739,-119.014001,1,range_interpolation,500,"N St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-129885,9/12/20,3:44:44,"300 blk S King St, Bakersfield, CA 93307",BakersfieldCA,1,20-167477,BP322,Metro,35.359505,-118.994115,1,range_interpolation,300,"S King St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-129883,9/12/20,3:20:33,"1000 blk Chester Pl, Bakersfield, CA 93304",BakersfieldCA,15,20-167469,BP232,Metro,35.360057,-119.013087,1,rooftop,1000,"Chester Pl",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-129850,9/11/20,23:48:23,"1300 blk Potomac Ave, Bakersfield, CA 93307",BakersfieldCA,1,20-167368,BP326,Metro,35.365049,-118.988383,1,rooftop,1300,"Potomac Ave",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-129625,9/11/20,1:29:45,"1000 blk P St, Bakersfield, CA 93304",BakersfieldCA,3,20-166711,BP231,Metro,35.366669,-119.011588,1,rooftop,1000,"P St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-129418,9/9/20,23:51:33,"800 blk L St, Bakersfield, CA 93304",BakersfieldCA,2,20-165965,BP231,Metro,35.364739,-119.016326,1,rooftop,800,"L St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-129417,9/9/20,23:51:24,"800 blk L St, Bakersfield, CA 93304",BakersfieldCA,25,20-165965,BP231,Metro,35.364739,-119.016326,1,rooftop,800,"L St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-129408,9/9/20,22:09:14,"200 blk L St, Bakersfield, CA 93304",BakersfieldCA,6,20-165919,BP232,Metro,35.356805,-119.016514,1,range_interpolation,200,"L St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-129391,9/9/20,20:48:49,"900 blk Niles St, Bakersfield, CA 93305",BakersfieldCA,1,20-165882,BP303,Metro,35.381401,-118.987611,1,rooftop,900,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-129366,9/9/20,18:10:53,"900 blk Niles St, Bakersfield, CA 93305",BakersfieldCA,1,20-165796,BP304,Metro,35.381401,-118.987611,1,rooftop,900,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-129294,9/9/20,2:43:32,"1000 blk Niles St, Bakersfield, CA 93305",BakersfieldCA,5,20-165334,BP303,Metro,35.381012,-118.986058,1,rooftop,1000,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-129285,9/9/20,0:03:48,"1300 blk Eureka St, Bakersfield, CA 93305",BakersfieldCA,1,20-165295,BP325,Metro,35.370665,-118.984803,1,rooftop,1300,"Eureka St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-129149,9/8/20,5:15:27,"1500 blk Oregon St, Bakersfield, CA 93305",BakersfieldCA,2,20-164709,BP305,Metro,35.380336,-118.977998,1,rooftop,1500,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-129051,9/7/20,18:49:57,"1400 blk Kern St, Bakersfield, CA 93305",BakersfieldCA,1,20-164484,BP303,Metro,35.383843,-118.992267,1,rooftop,1400,"Kern St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Probable Gunfire",661-128987,9/7/20,5:43:17,"1300 blk Oregon St, Bakersfield, CA 93305",BakersfieldCA,1,20-164174,BP303,Metro,35.380944,-118.981096,1,rooftop,1300,"Oregon St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-128951,9/6/20,22:54:00,"1300 blk Niles St, Bakersfield, CA 93305",BakersfieldCA,1,20-164036,BP304,Metro,35.379925,-118.981584,1,rooftop,1300,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Single Gunshot",661-128630,9/4/20,23:44:30,"400 blk Marcus St, Bakersfield, CA 93307",BakersfieldCA,1,20-162788,BP322,Metro,35.356799,-119.00033,1,rooftop,400,"Marcus St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-128613,9/4/20,22:24:47,"500 blk 4th St, Bakersfield, CA 93304",BakersfieldCA,5,20-162737,BP234,Metro,35.360977,-119.007591,1,rooftop,500,"4th St",,,Bakersfield,CA,"Kern County",93304,US,"Kern (Kern County)"
"Multiple Gunshots",661-128567,9/4/20,19:24:12,"700 blk Potomac Ave, Bakersfield, CA 93307",BakersfieldCA,3,20-162640,BP321,Metro,35.364887,-118.995923,0.9,range_interpolation,700,"E Potomac Ave",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-128561,9/4/20,19:05:18,"700 blk V St, Bakersfield, CA 93304",BakersfieldCA,8,20-162625,BP234,Metro,35.363591,-119.004803,1,rooftop,700,"V St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-128560,9/4/20,19:03:32,"600 blk Brundage Ln, Bakersfield, CA 93304",BakersfieldCA,11,20-162623,BP236,Valley,35.354128,-119.008863,1,rooftop,600,"Brundage Ln",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-128444,9/3/20,22:16:57,"100 blk Bliss St, Bakersfield, CA 93307",BakersfieldCA,1,20-162056,BP322,Metro,35.355853,-118.999099,1,range_interpolation,100,"Bliss St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-128385,9/3/20,17:50:15,"700 blk Kentucky St, Bakersfield, CA 93305",BakersfieldCA,3,20-161922,BP304,Metro,35.379007,-118.992182,1,range_interpolation,700,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-128384,9/3/20,17:50:04,"900 blk Baker St, Bakersfield, CA 93305",BakersfieldCA,13,20-161922,BP304,Metro,35.377951,-118.992558,1,range_interpolation,900,"Baker St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-128383,9/3/20,17:49:50,"900 blk Baker St, Bakersfield, CA 93305",BakersfieldCA,11,20-161922,BP304,Metro,35.377951,-118.992558,1,range_interpolation,900,"Baker St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-128311,9/3/20,1:28:10,"800 blk Beale Ave, Bakersfield, CA 93305",BakersfieldCA,5,20-161468,BP304,Metro,35.375259,-118.990164,1,range_interpolation,800,"Beale Ave",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-128302,9/3/20,0:14:30,"900 blk Baker St, Bakersfield, CA 93305",BakersfieldCA,8,20-161446,BP304,Metro,35.377951,-118.992558,1,range_interpolation,900,"Baker St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-128297,9/2/20,23:06:28,"600 blk 6th St, Bakersfield, CA 93304",BakersfieldCA,8,20-161429,BP231,Metro,35.36252,-119.008532,1,range_interpolation,600,"6th St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-128120,9/1/20,19:16:53,"1600 blk Brown St, Bakersfield, CA 93305",BakersfieldCA,8,20-160646,BP303,Metro,35.382372,-118.977557,1,range_interpolation,1600,"Brown St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-128078,9/1/20,13:33:50,"1100 blk Alta Vista Dr, Bakersfield, CA 93305",BakersfieldCA,1,20-160447,BP300,Metro,35.381577,-118.998186,1,rooftop,1100,"Alta Vista Dr",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-128025,9/1/20,1:41:10,"1200 blk Kentucky St, Bakersfield, CA 93305",BakersfieldCA,1,20-160108,BP304,Metro,35.377211,-118.984144,1,rooftop,1200,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-128006,8/31/20,22:51:47,"1000 blk Northrup St, Bakersfield, CA 93307",BakersfieldCA,5,20-160064,BP326,Metro,35.366732,-118.990062,1,range_interpolation,1000,"Northrup St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-127997,8/31/20,21:18:13,"1000 blk Robinson St, Bakersfield, CA 93305",BakersfieldCA,1,20-160017,BP304,Metro,35.377156,-118.984454,1,range_interpolation,1000,"Robinson St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-127891,8/31/20,7:01:26,"500 blk Kentucky St, Bakersfield, CA 93305",BakersfieldCA,1,20-159523,BP300,Metro,35.379723,-118.994981,1,rooftop,500,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-127861,8/31/20,0:17:07,"900 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,1,20-159440,BP304,Metro,35.380353,-118.987673,1,rooftop,900,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-127860,8/31/20,0:15:45,"900 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,1,20-159440,BP304,Metro,35.380353,-118.987673,1,rooftop,900,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-127859,8/31/20,0:15:29,"900 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,1,20-159440,BP304,Metro,35.380353,-118.987673,1,rooftop,900,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-127741,8/30/20,9:42:30,"700 blk L St, Bakersfield, CA 93304",BakersfieldCA,1,20-159027,BP231,Metro,35.363717,-119.016228,1,rooftop,700,"L St",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-127721,8/30/20,2:15:23,"1300 blk Niles St, Bakersfield, CA 93305",BakersfieldCA,1,158883,BP303,Metro,35.379925,-118.981584,1,rooftop,1300,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Single Gunshot",661-127704,8/29/20,23:43:13,"900 blk Kentucky St, Bakersfield, CA 93305",BakersfieldCA,1,20-158773,BP304,Metro,35.378265,-118.989083,1,range_interpolation,900,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-127695,8/29/20,22:41:26,"500 blk Haley St, Bakersfield, CA 93305",BakersfieldCA,3,20-158720,BP330,Metro,35.370244,-118.983567,1,range_interpolation,500,"Haley St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-127681,8/29/20,21:47:25,"200 blk Kentucky St, Bakersfield, CA 93305",BakersfieldCA,1,,BP300,Metro,35.380917,-118.999625,1,rooftop,200,"Kentucky St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-127666,8/29/20,21:11:39,"700 blk Niles St, Bakersfield, CA 93305",BakersfieldCA,2,20-158643,BP304,Metro,35.382204,-118.990613,1,rooftop,700,"Niles St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-127525,8/29/20,3:57:48,"700 blk S Tulare St, Bakersfield, CA 93307",BakersfieldCA,1,20-158166,BP321,Metro,35.363632,-118.999023,1,range_interpolation,700,"S Tulare St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-127501,8/29/20,0:58:58,"700 blk K St, Bakersfield, CA 93304",BakersfieldCA,8,20-158100,BP231,Metro,35.3635,-119.017649,1,range_interpolation,700,"K St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-127498,8/29/20,0:39:17,"100 blk Donna Ave, Bakersfield, CA 93304",BakersfieldCA,17,20-158086,BP235,Metro,35.355253,-119.007201,1,rooftop,100,"Donna Ave",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-127491,8/28/20,23:58:28,"1500 blk Ralston St, Bakersfield, CA 93307",BakersfieldCA,1,20-158062,BP326,Metro,35.363323,-118.986207,1,rooftop,1500,"Ralston St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Single Gunshot",661-127475,8/28/20,22:52:10,"200 blk Texas St, Bakersfield, CA 93307",BakersfieldCA,1,20-158019,BP322,Metro,35.357655,-119.002535,1,range_interpolation,200,"Texas St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Multiple Gunshots",661-127474,8/28/20,22:51:57,"200 blk Wood St, Bakersfield, CA 93307",BakersfieldCA,4,20-158019,BP322,Metro,35.357639,-119.001184,1,rooftop,200,"Wood St",,,Bakersfield,CA,"Kern County",93307,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-127340,8/28/20,1:51:26,"300 blk Clyde St, Bakersfield, CA 93307",BakersfieldCA,3,20-157381,BP327,Metro,35.359545,-118.98747,1,range_interpolation,300,"Clyde St",,,Bakersfield,CA,"Kern County",93307,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-127271,8/27/20,17:56:34,"1300 blk Monterey St, Bakersfield, CA 93305",BakersfieldCA,1,20-157162,BP304,Metro,35.378877,-118.981873,1,rooftop,1300,"Monterey St",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-127255,8/27/20,16:20:40,"1300 blk Beale Ave, Bakersfield, CA 93305",BakersfieldCA,2,20-157114,BP303,Metro,35.381729,-118.988116,1,rooftop,1300,"Beale Ave",,,Bakersfield,CA,"Kern County",93305,US,"City of Bakersfield (City of Bakersfield)"
"Multiple Gunshots",661-127189,8/26/20,23:00:07,"1000 blk Gage St, Bakersfield, CA 93305",BakersfieldCA,4,20-156606,BP304,Metro,35.377526,-118.985998,1,range_interpolation,1000,"Gage St",,,Bakersfield,CA,"Kern County",93305,US,"TIGER/Line® dataset from the US Census Bureau"
"Probable Gunfire",661-127153,8/26/20,17:00:51,"1000 blk Miller St, Bakersfield, CA 93305",BakersfieldCA,3,20-156431,BP304,Metro,35.376876,-118.98306,1,rooftop,1000,"Miller St",,,Bakersfield,CA,"Kern County",93305,US,"Kern (Kern County)"
"Probable Gunfire",661-127090,8/26/20,1:09:19,"1300 blk 2nd St, Bakersfield, CA 93304",BakersfieldCA,4,20-156030,BP232,Metro,35.356805,-119.016514,1,range_interpolation,1300,"2nd St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
"Single Gunshot",661-126992,8/25/20,6:16:46,"900 blk California Ave, Bakersfield, CA 93304",BakersfieldCA,1,20-155472,BP230,Metro,35.369148,-119.012031,1,rooftop,900,"California Ave",,,Bakersfield,CA,"Kern County",93304,US,"City of Bakersfield (City of Bakersfield)"
"Probable Gunfire",661-126738,8/23/20,18:07:59,"500 blk P St, Bakersfield, CA 93304",BakersfieldCA,1,20-154573,BP231,Metro,35.361734,-119.011696,1,range_interpolation,500,"P St",,,Bakersfield,CA,"Kern County",93304,US,"TIGER/Line® dataset from the US Census Bureau"
