address,city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"15049 San Pablo Ave",Richmond,CA,37.978021,-122.341619,0.84,nearest_rooftop_match,15111,"San Pablo Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"4741 Hershey Ct",Richmond,CA,37.922156,-122.32487,1,rooftop,4741,"Hershey Ct",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"4542 Berk Ave",Richmond,CA,37.922463,-122.326491,1,rooftop,4542,"Berk Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1308 Stanton Ave",Richmond,CA,37.977843,-122.348165,0.9,rooftop,1308,"Stanton Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"743 26th St",Richmond,CA,37.943108,-122.343407,1,rooftop,743,"26th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"653 21st St",Richmond,CA,37.941827,-122.349537,1,rooftop,653,"21st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2300 Humphrey Ave",Richmond,CA,37.948336,-122.347147,1,rooftop,2300,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3905 Florida Ave",Richmond,CA,37.929614,-122.332568,1,rooftop,3905,"Florida Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1500 Pine Ave",Richmond,CA,37.954751,-122.354939,0.9,rooftop,1500,"Pine Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"608 21st St",Richmond,CA,37.940355,-122.349216,1,rooftop,608,"21st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2400 Mc Bryde Ave",Richmond,CA,37.946848,-122.345159,1,rooftop,2400,"McBryde Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3701 Barrett Ave",Richmond,CA,37.936852,-122.333062,1,rooftop,3701,"Barrett Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1431 Virginia Ave",Richmond,CA,37.926752,-122.355158,1,rooftop,1431,"Virginia Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2800 Virginia Ave",Richmond,CA,37.926392,-122.342607,1,rooftop,2800,"Virginia Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1801 Sanford Ave",Richmond,CA,37.951253,-122.351915,0.9,rooftop,1801,"Sanford Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"320 Cutting W Blvd",Richmond,CA,37.925099,-122.366566,1,range_interpolation,320,"Cutting Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"10TH St",Richmond,CA,37.944898,-122.35977,1,street_center,,"10th St",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"567 7th St",Richmond,CA,37.939626,-122.362961,1,rooftop,567,"7th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"330 39th St",Richmond,CA,37.934137,-122.332094,1,rooftop,330,"39th St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1180 Amador St",Richmond,CA,37.950202,-122.326169,0.9,rooftop,1180,"Amador St",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1045 Hensley St",Richmond,CA,37.947337,-122.366128,1,rooftop,1045,"Hensley St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"916 7th St",Richmond,CA,37.946511,-122.362455,1,rooftop,916,"7th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"561 12th St",Richmond,CA,37.939525,-122.358368,1,rooftop,561,"12th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"528 29th S St",Richmond,CA,37.937919,-122.340347,1,range_interpolation,528,"29th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"2100 Emeric Ave",Richmond,CA,37.953944,-122.349167,0.9,rooftop,2100,"Emeric Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"325 Maine Ave",Richmond,CA,37.928266,-122.366273,1,rooftop,325,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"575 Brookside Dr",Richmond,CA,37.966357,-122.362785,1,rooftop,575,"Brookside Dr",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"3100 Alta Mira Dr",Richmond,CA,37.89471,-122.08949,0.47,nearest_rooftop_match,3132,"Mars Ct",,,Lafayette,CA,"Contra Costa County",94549,US,"Contra Costa County"
"2841 Mc Bryde Ave",Richmond,CA,37.947274,-122.340033,1,rooftop,2841,"McBryde Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2713 Mc Bryde Ave",Richmond,CA,37.947268,-122.341863,1,rooftop,2713,"McBryde Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3140 Jo Ann Dr",Richmond,CA,37.976113,-122.321421,0.9,rooftop,3140,"Jo Ann Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"458 1st St",Richmond,CA,37.937934,-122.368384,1,rooftop,458,"1st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"824 7th St",Richmond,CA,37.944936,-122.362472,1,rooftop,824,"7th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"3150 Garrity Way",Richmond,CA,37.977459,-122.323354,0.9,rooftop,3150,"Garrity Way",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"200 Willard Ave",Richmond,CA,37.951043,-122.368698,1,rooftop,200,"Willard Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"32 Sanford Ave",Richmond,CA,37.951735,-122.369691,1,rooftop,32,"Sanford Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"408 Carlson Blvd",Richmond,CA,37.925907,-122.338558,1,rooftop,408,"Carlson Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"400 Pennsylvania Ave",Richmond,CA,37.942344,-122.365593,1,rooftop,400,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"322 Harbour Way",Richmond,CA,37.936253,-122.359696,1,rooftop,322,"Harbour Way",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"5427 Mcbryde Ave",Richmond,CA,37.949253,-122.325197,1,rooftop,5427,"McBryde Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"3173 Henderson Dr",Richmond,CA,37.97657,-122.323264,0.86,rooftop,3173,"Henderson Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"636 42nd St",Richmond,CA,37.938773,-122.328397,1,rooftop,636,"42nd St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"642 42nd St",Richmond,CA,37.93891,-122.328366,1,rooftop,642,"42nd St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"2957 Mc Kenzie Dr",Richmond,CA,37.829216,-121.914375,0.7,rooftop,2957,"Deer Meadow Dr",,,Danville,CA,"Contra Costa County",94506,US,"Contra Costa County"
"2341 Clinton Ave",Richmond,CA,37.942486,-122.346367,1,rooftop,2341,"Clinton Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2451 Church Ln",Richmond,CA,37.961357,-122.338125,0.9,rooftop,2451,"Church Ln",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"338 38th S St",Richmond,CA,37.934417,-122.33291,1,rooftop,338,"38th St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1830 4th St",Richmond,CA,37.959292,-122.364855,1,rooftop,1830,"4th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1834 4th St",Richmond,CA,37.959447,-122.364855,1,rooftop,1834,"4th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"340 Verde Ave",Richmond,CA,37.959773,-122.365302,1,rooftop,340,"Verde Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1845 4th St",Richmond,CA,37.959565,-122.365409,1,rooftop,1845,"4th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1850 Truman St",Richmond,CA,37.959565,-122.365757,1,rooftop,1850,"Truman St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"3400 Mc Bryde Ave",Richmond,CA,37.946835,-122.334407,1,rooftop,3400,"McBryde Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"304 Nevin Ave",Richmond,CA,37.936677,-122.366635,1,range_interpolation,304,"Nevin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"1348 Battery St",Richmond,CA,37.953088,-122.370432,1,rooftop,1348,"Battery St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"430 Chesley Ave",Richmond,CA,37.954531,-122.365279,1,rooftop,430,"Chesley Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"416-418 Chesley Ave",Richmond,CA,37.954531,-122.365626,0.9,nearest_rooftop_match,416,"Chesley Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"7 17th St",Richmond,CA,37.931597,-122.35358,1,rooftop,7,"17th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"688 Turpin St",Richmond,CA,37.942137,-122.364947,1,rooftop,688,"Turpin St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"518 Lucas Ave",Richmond,CA,37.944229,-122.36383,1,rooftop,518,"Lucas Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2852 Jo Ann Dr",Richmond,CA,37.971895,-122.325053,0.9,rooftop,2852,"Jo Ann Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"121 20th S St",Richmond,CA,37.932719,-122.350583,1,range_interpolation,121,"20th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"1472 Rumrill Blvd",Richmond,CA,37.954675,-122.356601,0.9,rooftop,1472,"Rumrill Blvd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2728 Andrade Ave",Richmond,CA,37.94754,-122.341493,1,rooftop,2728,"Andrade Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1447 Merced St",Richmond,CA,37.913024,-122.318526,1,rooftop,1447,"Merced St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"12900 San Pablo Ave",Richmond,CA,37.947749,-122.330586,1,rooftop,12900,"San Pablo Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"5202 Riverside Ave",Richmond,CA,37.952301,-122.33058,0.9,rooftop,5202,"Riverside Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"660 5th St",Richmond,CA,37.941474,-122.364353,1,rooftop,660,"5th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"887 9th St",Richmond,CA,37.945999,-122.361141,1,rooftop,887,"9th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"3451-3467 Collins Ave",Richmond,CA,37.979879,-122.355494,0.8,nearest_rooftop_match,3451,"Collins Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"190 Malcolm Dr",Richmond,CA,37.954342,-122.373249,1,rooftop,190,"Malcolm Dr",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2328 Esmond Ave",Richmond,CA,37.944921,-122.346788,1,rooftop,2328,"Esmond Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"44-46 3rd St",Richmond,CA,37.93222,-122.366483,0.9,nearest_rooftop_match,44,"3rd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2927 Humphrey Ave",Richmond,CA,37.948731,-122.338131,1,rooftop,2927,"Humphrey Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"502 Bissell Ave",Richmond,CA,37.933882,-122.364546,1,rooftop,502,"Bissell Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"346 38th St",Richmond,CA,37.934602,-122.332957,1,rooftop,346,"38th St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"629 Pennsylvania Ave",Richmond,CA,37.942831,-122.362771,1,rooftop,629,"Pennsylvania Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"363-369 34th S St",Richmond,CA,37.934973,-122.336966,0.9,nearest_rooftop_match,363,"34th St",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"376 South St",Richmond,CA,37.926804,-122.337573,1,rooftop,376,"South St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1421 Stanton Ave",Richmond,CA,37.978368,-122.347111,0.9,rooftop,1421,"Stanton Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3901 Macdonald Ave",Richmond,CA,37.933804,-122.332259,1,rooftop,3901,"Macdonald Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1722 6th St",Richmond,CA,37.957959,-122.362148,1,rooftop,1722,"6th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"4101 Ohio Ave",Richmond,CA,37.931115,-122.330721,1,rooftop,4101,"Ohio Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"746 26th St",Richmond,CA,37.943109,-122.343005,1,rooftop,746,"26th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"933 Maine Ave",Richmond,CA,37.928246,-122.360294,1,rooftop,933,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"167 Marina Way",Richmond,CA,37.933302,-122.356319,1,range_interpolation,167,"Marina Way",,,Richmond,CA,"Contra Costa County",94804,US,"TIGER/Line® dataset from the US Census Bureau"
"465 21st St",Richmond,CA,37.938204,-122.349735,1,rooftop,465,"21st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"3411 Macdonald Ave",Richmond,CA,37.93442,-122.336531,1,rooftop,3411,"Macdonald Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"37 2nd St",Richmond,CA,37.93212,-122.367861,1,rooftop,37,"2nd St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"241 15th St",Richmond,CA,37.934915,-122.355493,1,rooftop,241,"15th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"4401 Macdonald Ave",Richmond,CA,37.933156,-122.327737,1,rooftop,4401,"Macdonald Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"669 Mc Laughlin St",Richmond,CA,37.939566,-122.326229,1,rooftop,669,"Mc Laughlin St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"3244 Maricopa Ave",Richmond,CA,37.950388,-122.335656,1,rooftop,3244,"Maricopa Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1939 Pablo Vista Ave",Richmond,CA,37.977363,-122.342508,0.9,rooftop,1939,"Pablo Vista Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"673 32nd St",Richmond,CA,37.941259,-122.337379,1,rooftop,673,"32nd St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1919 Alfreda Blvd",Richmond,CA,37.9528,-122.350852,0.9,rooftop,1919,"Alfreda Blvd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2324 Grant Ave",Richmond,CA,37.941291,-122.346755,1,rooftop,2324,"Grant Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2336 Grant Ave",Richmond,CA,37.941291,-122.346583,1,rooftop,2336,"Grant Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1458 Cherry St",Richmond,CA,37.954463,-122.362127,1,rooftop,1458,"Cherry St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"3146 Moyers Rd",Richmond,CA,37.976503,-122.322407,0.9,rooftop,3146,"Moyers Rd",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1401 Kelsey St",Richmond,CA,37.953501,-122.364503,1,rooftop,1401,"Kelsey St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"434 Grove Ave",Richmond,CA,37.955948,-122.364377,1,rooftop,434,"Grove Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1200 Hensley St",Richmond,CA,37.951346,-122.361575,1,rooftop,1200,"Hensley St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1825 Barrett Ave",Richmond,CA,37.938679,-122.351962,1,rooftop,1825,"Barrett Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1356 Regina Ave",Richmond,CA,37.951485,-122.355369,0.9,rooftop,1356,"Regina Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"2914 Rollingwood Dr",Richmond,CA,37.998338,-122.312022,0.67,nearest_rooftop_match,2882,"Tara Hills Dr",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1801 1st St",Richmond,CA,37.958842,-122.369016,1,rooftop,1801,"1st St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1723 Bayo Vista Ave",Richmond,CA,37.957819,-122.325583,0.9,rooftop,1723,"Bayo Vista Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"MALCOLM Dr",Richmond,CA,37.955504,-122.373039,1,street_center,,"Malcolm Dr",,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"1754 Gaynor Ave",Richmond,CA,37.944253,-122.352518,1,rooftop,1754,"Gaynor Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1619 Burbeck Ave",Richmond,CA,37.943332,-122.354163,1,rooftop,1619,"Burbeck Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"1830 Garvin Ave",Richmond,CA,37.943606,-122.351304,1,rooftop,1830,"Garvin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"345 38th S St",Richmond,CA,37.934651,-122.333299,1,rooftop,345,"38th St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"16 Cutting Ct",Richmond,CA,37.92481,-122.33228,1,rooftop,16,"Cutting Ct",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2113 Maine Ave",Richmond,CA,37.928243,-122.349068,1,rooftop,2113,"Maine Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1930 Pablo Vista Ave",Richmond,CA,37.976982,-122.343099,0.9,rooftop,1930,"Pablo Vista Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"3306 Monte Buena Ave",Richmond,CA,37.947523,-122.384032,0.5,place,,,,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"3200 Monte Buena Ave",Richmond,CA,37.947523,-122.384032,0.5,place,,,,,Richmond,CA,"Contra Costa County",94801,US,"TIGER/Line® dataset from the US Census Bureau"
"352 16th S St",Richmond,CA,37.927019,-122.353716,0.9,rooftop,352,"S 16th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"2751 Carlton Ct",Richmond,CA,37.964351,-122.33437,0.86,rooftop,2751,"Carlton Ct",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1338 Monterey St",Richmond,CA,37.912645,-122.321934,1,rooftop,1338,"Monterey St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"3012 Arundel Way",Richmond,CA,37.964854,-122.32667,0.9,rooftop,3012,"Arundel Way",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"649 Santa Maria Rd",Richmond,CA,37.972819,-122.311675,0.9,rooftop,649,"Santa Maria Rd",,,"El Sobrante",CA,"Contra Costa County",94803,US,"Contra Costa County"
"818 49th S St",Richmond,CA,37.920642,-122.323419,0.95,rooftop,818,"S 49th St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"620 35th St",Richmond,CA,37.938929,-122.334717,1,rooftop,620,"35th St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"6322 Ohio Ave",Richmond,CA,37.930273,-122.32123,0.7,rooftop,6322,"Ohio St",,,"El Cerrito",CA,"Contra Costa County",94530,US,"Contra Costa County"
"1628 Cutting Blvd",Richmond,CA,37.924905,-122.353261,1,rooftop,1628,"Cutting Blvd",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"636 38th St",Richmond,CA,37.939222,-122.331819,1,rooftop,636,"38th St",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"1819 Florida Ave",Richmond,CA,37.929608,-122.35165,1,rooftop,1819,"Florida Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1219 John Ave",Richmond,CA,37.978928,-122.348292,0.9,rooftop,1219,"John Ave",,,"San Pablo",CA,"Contra Costa County",94806,US,"Contra Costa County"
"1515 Beau Rivage",Richmond,CA,38.007934,-121.80762,0.49,nearest_rooftop_match,1403,"B St",,,Antioch,CA,"Contra Costa County",94509,US,"Contra Costa County"
"655 23rd St",Richmond,CA,37.941948,-122.347802,1,rooftop,655,"23rd St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"8 18th St",Richmond,CA,37.931768,-122.352066,1,rooftop,8,"18th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"228 Marina Way",Richmond,CA,37.934656,-122.355881,1,rooftop,228,"Marina Way",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"2138 Dunn Ave",Richmond,CA,37.948608,-122.348345,1,rooftop,2138,"Dunn Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"5435 Clinton Ave",Richmond,CA,37.942347,-122.32172,1,rooftop,5435,"Clinton Ave",,,Richmond,CA,"Contra Costa County",94805,US,"Contra Costa County"
"709 52nd S St",Richmond,CA,37.922403,-122.321474,1,rooftop,709,"S 52nd St",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"1500 Virginia Ave",Richmond,CA,37.92645,-122.354637,1,rooftop,1500,"Virginia Ave",,,Richmond,CA,"Contra Costa County",94804,US,"Contra Costa County"
"500 Grove Ave",Richmond,CA,37.955948,-122.364039,1,rooftop,500,"Grove Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"501 Enterprise Ave",Richmond,CA,37.945392,-122.364181,1,rooftop,501,"Enterprise Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"501 Elgin Ave",Richmond,CA,37.9419,-122.3646,1,rooftop,501,"Elgin Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"867 6th St",Richmond,CA,37.945674,-122.364036,1,rooftop,867,"6th St",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
"720 Acacia Ave",Richmond,CA,37.941556,-122.362366,1,rooftop,720,"Acacia Ave",,,Richmond,CA,"Contra Costa County",94801,US,"Contra Costa County"
