address,city,state,Latitude,Longitude,"Accuracy Score","Accuracy Type",Number,Street,"Unit Type","Unit Number",City,State,County,Zip,Country,Source
"5700 LORRAINE AV",Stockton,CA,38.011187,-121.283618,1,rooftop,5700,"Lorraine Ave",,,Stockton,CA,"San Joaquin County",95210,US,"City of Stockton"
"1816 E EIGHTH ST",Stockton,CA,37.932773,-121.258698,1,rooftop,1816,"E 8th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1607 S AURORA ST",Stockton,CA,37.937798,-121.275087,1,rooftop,1607,"S Aurora St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1620 S GRANT ST",Stockton,CA,37.937716,-121.276028,1,range_interpolation,1620,"S Grant St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"539 W EIGHTH ST",Stockton,CA,37.927316,-121.292912,1,rooftop,539,"W 8th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"71 W SEVENTH ST",Stockton,CA,37.929698,-121.284972,1,rooftop,71,"W 7th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"741 E SECOND ST",Stockton,CA,37.938141,-121.276483,1,rooftop,741,"E 2nd St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"270 W NINTH ST",Stockton,CA,37.925649,-121.287156,1,rooftop,270,"W 9th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"211 E EIGHTH ST",Stockton,CA,37.929343,-121.28158,1,rooftop,211,"E 8th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2318 S AIRPORT WY",Stockton,CA,37.930223,-121.26611,1,rooftop,2318,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"634 E FOURTH ST",Stockton,CA,37.934907,-121.27734,1,rooftop,634,"E 4th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2130 S AIRPORT WY",Stockton,CA,37.932099,-121.266794,1,rooftop,2130,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1849 E EIGHTH ST",Stockton,CA,37.933502,-121.258169,1,rooftop,1849,"E 8th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2332 S AIRPORT WY",Stockton,CA,37.92998,-121.266024,1,rooftop,2332,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2326 S AIRPORT WY",Stockton,CA,37.9301,-121.266058,1,rooftop,2326,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"267 W EIGHTH ST",Stockton,CA,37.928258,-121.288221,1,rooftop,267,"W 8th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2314 SCRIBNER ST",Stockton,CA,37.931559,-121.259042,1,rooftop,2314,"Scribner St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1654 E NINTH ST",Stockton,CA,37.931792,-121.259659,1,rooftop,1654,"E 9th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2317 PHELPS ST",Stockton,CA,37.930183,-121.265523,1,rooftop,2317,"Phelps St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"817 E FOURTH ST",Stockton,CA,37.935694,-121.275053,1,rooftop,817,"E 4th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1030 E SEVENTH ST",Stockton,CA,37.93198,-121.27112,1,rooftop,1030,"E 7th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"S TURNPIKE RD/W EIGHTH ST",Stockton,CA,37.927006,-121.292989,0.8,intersection,,"Turnpike Rd",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"2205 S TURNPIKE RD",Stockton,CA,37.926632,-121.293258,0.8,rooftop,2205,"Turnpike Rd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1926 S SAN JOAQUIN ST",Stockton,CA,37.932481,-121.28116,1,rooftop,1926,"S San Joaquin St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2154 S EL DORADO ST",Stockton,CA,37.929756,-121.282563,1,rooftop,2154,"S El Dorado St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"126 HORTON AV",Stockton,CA,37.922955,-121.282146,1,rooftop,126,"Horton Ave",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"432 KOLHER ST",Stockton,CA,37.930638,-121.292746,1,rooftop,432,"Kolher St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"207 E MARTIN LUTHER KING BL",Stockton,CA,37.938973,-121.28429,0.9,nearest_rooftop_match,210,"E Martin Luther King Jr Blvd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1805 S SUTTER ST",Stockton,CA,37.934356,-121.28109,1,rooftop,1805,"S Sutter St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2129 S UNION ST",Stockton,CA,37.93172,-121.270779,1,rooftop,2129,"S Union St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1647 E SIXTH ST",Stockton,CA,37.935842,-121.264227,1,rooftop,1647,"E 6th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"10 E MARTIN LUTHER KING BL",Stockton,CA,37.938496,-121.286881,1,rooftop,10,"E Martin Luther King Jr Blvd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2012 S SACRAMENTO ST",Stockton,CA,37.932998,-121.271596,1,rooftop,2012,"S Sacramento St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2627 DUCK CT",Stockton,CA,37.926127,-121.259913,1,rooftop,2627,"Duck Ct",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"202 W FIFTH ST",Stockton,CA,37.931898,-121.288466,1,rooftop,202,"W 5th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1625 E SIXTH ST",Stockton,CA,37.93566,-121.26485,1,rooftop,1625,"E 6th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2125 S SUTTER ST",Stockton,CA,37.930346,-121.279849,1,rooftop,2125,"S Sutter St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2323 PHELPS ST",Stockton,CA,37.93005,-121.26547,1,rooftop,2323,"Phelps St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1635 S GRANT ST",Stockton,CA,37.937475,-121.276284,1,range_interpolation,1635,"S Grant St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"1502 E EIGHTH ST",Stockton,CA,37.931204,-121.265441,1,rooftop,1502,"E 8th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"725 OSO ST",Stockton,CA,37.938909,-121.277117,1,rooftop,725,"Oso St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"409 E SECOND ST",Stockton,CA,37.93727,-121.281014,1,rooftop,409,"E 2nd St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1555 S AMERICAN ST",Stockton,CA,37.937704,-121.279293,1,rooftop,1555,"S American St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2494 S MADISON ST",Stockton,CA,37.924493,-121.284749,1,rooftop,2494,"S Madison St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1561 SPRING ST",Stockton,CA,37.932896,-121.263401,1,rooftop,1561,"Spring St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2528 TIFFANY ST",Stockton,CA,37.927977,-121.259964,1,rooftop,2528,"Tiffany St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1705 S SUTTER ST",Stockton,CA,37.935598,-121.281383,1,rooftop,1705,"S Sutter St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1450 S AURORA ST",Stockton,CA,37.939615,-121.275008,1,rooftop,1450,"S Aurora St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1347 S EL DORADO ST",Stockton,CA,37.93921,-121.286374,1,rooftop,1347,"S El Dorado St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"526 E MARTIN LUTHER KING BL",Stockton,CA,37.939763,-121.279963,1,rooftop,526,"E Martin Luther King Jr Blvd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"441 E MARTIN LUTHER KING BL",Stockton,CA,37.939993,-121.281302,1,rooftop,441,"E Martin Luther King Jr Blvd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2120 S UNION ST",Stockton,CA,37.931983,-121.270202,1,rooftop,2120,"S Union St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2542 S EL DORADO ST",Stockton,CA,37.925175,-121.279337,1,rooftop,2542,"S El Dorado St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"536 E EIGHTH ST",Stockton,CA,37.929927,-121.277026,1,rooftop,536,"E 8th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1721 S AURORA ST",Stockton,CA,37.936437,-121.274841,1,rooftop,1721,"S Aurora St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"636 E MARTIN LUTHER KING BL",Stockton,CA,37.93994,-121.278553,1,rooftop,636,"E Martin Luther King Jr Blvd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1902 S AMERICAN ST",Stockton,CA,37.933681,-121.277414,1,rooftop,1902,"S American St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2343 S SACRAMENTO ST",Stockton,CA,37.928572,-121.270909,1,rooftop,2343,"S Sacramento St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1630 E EIGHTH ST",Stockton,CA,37.932222,-121.260937,1,rooftop,1630,"E 8th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1749 S AMERICAN ST",Stockton,CA,37.935091,-121.278532,1,rooftop,1749,"S American St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"439 HOWARD ST",Stockton,CA,37.930337,-121.292826,1,rooftop,439,"Howard St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"327 E SIXTH ST",Stockton,CA,37.932134,-121.280718,1,rooftop,327,"E 6th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"155 HORTON AV",Stockton,CA,37.923033,-121.282891,1,rooftop,155,"Horton Ave",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"NB I5 OFF RAMP/W EIGHTH ST",Stockton,CA,37.672196,-121.298794,1,place,,,,,Stockton,CA,"San Joaquin County",95201,US,"TIGER/Line® dataset from the US Census Bureau"
"1805 E ELEVENTH ST",Stockton,CA,37.929763,-121.257897,1,range_interpolation,1805,"E Eleventh St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"1424 S STANISLAUS ST",Stockton,CA,37.939776,-121.277841,1,rooftop,1424,"S Stanislaus St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"702 E MARTIN LUTHER KING BL",Stockton,CA,37.940015,-121.277983,1,rooftop,702,"E Martin Luther King Jr Blvd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1504 ELEVENTH ST",Stockton,CA,37.927831,-121.262898,1,range_interpolation,1504,"Eleventh St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"1445 S EL DORADO ST",Stockton,CA,37.937981,-121.286155,1,rooftop,1445,"S El Dorado St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2043 S AIRPORT WY",Stockton,CA,37.93375,-121.268113,1,rooftop,2043,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"728 CLOYNE CT",Stockton,CA,37.930052,-121.274819,1,rooftop,728,"Cloyne Ct",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"226 W SIXTH ST",Stockton,CA,37.930109,-121.288038,1,rooftop,226,"W 6th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"659 E FIFTH ST",Stockton,CA,37.934321,-121.276561,1,rooftop,659,"E 5th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1509 SPRING ST",Stockton,CA,37.932409,-121.265572,1,rooftop,1509,"Spring St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1826 CLOVER LN",Stockton,CA,37.928804,-121.256965,1,rooftop,1826,"Clover Ln",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1726 S AIRPORT WY",Stockton,CA,37.94093,-121.270191,1,range_interpolation,1726,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"918 E SECOND ST",Stockton,CA,37.938103,-121.274331,1,rooftop,918,"E 2nd St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"155 W NINTH ST",Stockton,CA,37.92659,-121.285278,1,rooftop,155,"W 9th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1815 E ELEVENTH ST",Stockton,CA,37.929813,-121.257743,1,range_interpolation,1815,"E Eleventh St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"1525 E SEVENTH ST",Stockton,CA,37.933228,-121.265175,1,rooftop,1525,"E 7th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"582 W NINTH ST",Stockton,CA,37.924399,-121.292753,1,rooftop,582,"W 9th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"620 E MARTIN LUTHER KING BL",Stockton,CA,37.939875,-121.27891,1,rooftop,620,"E Martin Luther King Jr Blvd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2454 S PILGRIM ST",Stockton,CA,37.927887,-121.267657,1,rooftop,2454,"S Pilgrim St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2404 ANNE ST",Stockton,CA,37.929923,-121.261274,1,rooftop,2404,"Anne St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2704 S HARRISON ST",Stockton,CA,37.921956,-121.289463,1,rooftop,2704,"S Harrison St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2405 S AIRPORT WY",Stockton,CA,37.928784,-121.266528,1,rooftop,2405,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1445 S SAN JOAQUIN ST",Stockton,CA,37.938429,-121.283576,1,rooftop,1445,"S San Joaquin St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1538 E TENTH ST",Stockton,CA,37.929491,-121.262978,1,rooftop,1538,"E 10th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"121 E FIRST ST",Stockton,CA,37.937863,-121.285192,1,rooftop,121,"E 1st St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"PHELPS ST/TWELFTH ST",Stockton,CA,37.926321,-121.263624,0.93,intersection,,"Phelps St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"1569 E EIGHTH ST",Stockton,CA,37.93231,-121.262806,1,rooftop,1569,"E 8th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1402 TWELFTH ST",Stockton,CA,37.926578,-121.263798,1,range_interpolation,1402,"Twelfth St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"1763 S AURORA ST",Stockton,CA,37.935759,-121.274653,1,rooftop,1763,"S Aurora St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1935 S SUTTER ST",Stockton,CA,37.932574,-121.280601,1,rooftop,1935,"S Sutter St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"315 W FIFTH ST",Stockton,CA,37.932241,-121.290392,1,rooftop,315,"W 5th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1562 JULIAN ST",Stockton,CA,37.93045,-121.262417,1,rooftop,1562,"Julian St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1946 S HARRISON ST",Stockton,CA,37.929657,-121.292504,1,rooftop,1946,"S Harrison St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2422 S CALIFORNIA ST",Stockton,CA,37.926153,-121.275619,1,rooftop,2422,"S California St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1639 S LINCOLN ST",Stockton,CA,37.934098,-121.293117,1,rooftop,1639,"S Lincoln St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2457 S PILGRIM ST",Stockton,CA,37.92759,-121.268327,1,rooftop,2457,"S Pilgrim St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1554 JULIAN ST",Stockton,CA,37.930373,-121.262751,1,rooftop,1554,"Julian St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1517 E EIGHTH ST",Stockton,CA,37.931822,-121.264968,1,rooftop,1517,"E 8th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1957 S UNION ST",Stockton,CA,37.934227,-121.270189,1,range_interpolation,1957,"S Union St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"2443 S CALIFORNIA ST",Stockton,CA,37.925781,-121.277266,0.88,nearest_rooftop_match,2425,"S California St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"752 CLOYNE CT",Stockton,CA,37.930082,-121.274456,1,rooftop,752,"Cloyne Ct",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2348 S UNION ST",Stockton,CA,37.928787,-121.269347,1,rooftop,2348,"S Union St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2433 TIFFANY ST",Stockton,CA,37.929162,-121.260013,1,rooftop,2433,"Tiffany St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1557 SPRING ST",Stockton,CA,37.932857,-121.263567,1,rooftop,1557,"Spring St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"550 W FIFTH ST",Stockton,CA,37.930915,-121.294826,1,rooftop,550,"W 5th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1513 E NINTH ST",Stockton,CA,37.931053,-121.264841,1,rooftop,1513,"E 9th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1851 E ELEVENTH ST",Stockton,CA,37.929995,-121.257191,1,range_interpolation,1851,"E Eleventh St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"1409 S AIRPORT WY",Stockton,CA,37.941137,-121.271045,1,rooftop,1409,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2847 HEINZ ST",Stockton,CA,37.924196,-121.274744,1,rooftop,2847,"Heinz St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"729 CLOYNE CT",Stockton,CA,37.930633,-121.274865,1,rooftop,729,"Cloyne Ct",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1602 S UNION ST",Stockton,CA,37.938308,-121.271439,1,rooftop,1602,"S Union St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1805 S AIRPORT WY",Stockton,CA,37.936007,-121.269103,1,rooftop,1805,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"135 W FIFTH ST",Stockton,CA,37.932655,-121.287211,1,rooftop,135,"W 5th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"S AIRPORT WY/TWELFTH ST",Stockton,CA,37.923543,-121.264022,0.79,intersection,,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"1326 S MADISON ST",Stockton,CA,37.938818,-121.289794,1,rooftop,1326,"S Madison St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"638 E FOURTH ST",Stockton,CA,37.934955,-121.277066,1,rooftop,638,"E 4th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2402 PHELPS ST",Stockton,CA,37.929266,-121.26464,1,rooftop,2402,"Phelps St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2115 ANNE ST",Stockton,CA,37.933008,-121.262913,1,rooftop,2115,"Anne St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"434 E MARTIN LUTHER KING BL",Stockton,CA,37.939424,-121.281126,1,rooftop,434,"E Martin Luther King Jr Blvd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2319 S SACRAMENTO ST",Stockton,CA,37.929119,-121.271043,1,rooftop,2319,"S Sacramento St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"E MARTIN LUTHER KING BL/S GRANT",Stockton,CA,37.812612,-122.272737,0.8,intersection,,"Martin Luther King Jr Way",,,Oakland,CA,"Alameda County",94612,US,"TIGER/Line® dataset from the US Census Bureau"
"1670 ELEVENTH ST",Stockton,CA,37.928924,-121.261112,1,range_interpolation,1670,"Eleventh St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"2223 S EL DORADO ST",Stockton,CA,37.92869,-121.283126,1,rooftop,2223,"S El Dorado St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"549 W MARTIN LUTHER KING BL",Stockton,CA,37.93761,-121.294911,1,rooftop,549,"W Martin Luther King Jr Blvd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2409 PHELPS ST",Stockton,CA,37.928842,-121.26498,1,rooftop,2409,"Phelps St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"733 CLOYNE CT",Stockton,CA,37.930552,-121.274546,1,rooftop,733,"Cloyne Ct",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1424 S GRANT ST",Stockton,CA,37.939791,-121.276593,1,range_interpolation,1424,"S Grant St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"2105 PHELPS ST",Stockton,CA,37.93244,-121.266411,1,rooftop,2105,"Phelps St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"544 E MARTIN LUTHER KING BL",Stockton,CA,37.939772,-121.279746,1,rooftop,544,"E Martin Luther King Jr Blvd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1437 E SIXTH ST",Stockton,CA,37.935241,-121.267433,1,rooftop,1437,"E 6th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1702 S AURORA ST",Stockton,CA,37.936691,-121.274301,1,rooftop,1702,"S Aurora St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1587 S TURNPIKE RD",Stockton,CA,37.935501,-121.292973,0.8,rooftop,1587,"Turnpike Rd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"15 W SIXTH ST",Stockton,CA,37.931352,-121.284452,1,rooftop,15,"W 6th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2177 BAJA CT",Stockton,CA,37.93413,-121.258685,1,rooftop,2177,"Baja Ct",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2538 TIFFANY ST",Stockton,CA,37.927525,-121.259963,1,rooftop,2538,"Tiffany St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1633 E NINTH ST",Stockton,CA,37.931996,-121.260661,1,rooftop,1633,"E 9th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"100 E EIGHTH ST",Stockton,CA,37.928787,-121.282797,1,range_interpolation,100,"E 8th St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"2637 S VAN BUREN ST",Stockton,CA,37.922314,-121.287396,1,rooftop,2637,"S Van Buren St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1730 S UNION ST",Stockton,CA,37.936794,-121.270849,1,range_interpolation,1730,"S Union St",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"1846 CLOVER LN",Stockton,CA,37.928916,-121.256537,1,rooftop,1846,"Clover Ln",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2442 S AIRPORT WY",Stockton,CA,37.928327,-121.265372,1,rooftop,2442,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1511 S STANISLAUS ST",Stockton,CA,37.938624,-121.278196,1,rooftop,1511,"S Stanislaus St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2521 PHELPS ST",Stockton,CA,37.927158,-121.264293,1,rooftop,2521,"Phelps St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"566 DELHI AV",Stockton,CA,37.928073,-121.293582,1,rooftop,566,"Delhi Ave",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1703 S AIRPORT WY",Stockton,CA,37.937551,-121.269425,1,range_interpolation,1703,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"TIGER/Line® dataset from the US Census Bureau"
"1536 S CALIFORNIA ST",Stockton,CA,37.937746,-121.279883,1,rooftop,1536,"S California St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1658 S AIRPORT WY",Stockton,CA,37.937929,-121.268284,1,rooftop,1658,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2227 S AIRPORT WY",Stockton,CA,37.931028,-121.267258,1,rooftop,2227,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2349 S SACRAMENTO ST",Stockton,CA,37.92843,-121.270866,1,rooftop,2349,"S Sacramento St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1554 SIERRA LN",Stockton,CA,37.974951,-121.263804,1,rooftop,1554,"Sierra Ln",,,Stockton,CA,"San Joaquin County",95205,US,"City of Stockton"
"2012 S TURNPIKE RD",Stockton,CA,37.928035,-121.294121,0.8,rooftop,2012,"Turnpike Rd",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2348 SCRIBNER ST",Stockton,CA,37.930897,-121.258889,1,rooftop,2348,"Scribner St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1537 ARTESE LN",Stockton,CA,37.926404,-121.262105,1,rooftop,1537,"Artese Ln",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1501 S AIRPORT WY",Stockton,CA,37.939855,-121.270624,1,rooftop,1501,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"1602 TWELFTH ST",Stockton,CA,37.92692,-121.261211,0.9,rooftop,1602,"12th St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2520 BELLEVIEW AV",Stockton,CA,37.927447,-121.261429,0.95,rooftop,2520,"Belleview St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2322 SCRIBNER ST",Stockton,CA,37.931297,-121.258935,1,rooftop,2322,"Scribner St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2255 S AIRPORT WY",Stockton,CA,37.930593,-121.267115,1,rooftop,2255,"S Airport Way",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
"2403 S PILGRIM ST",Stockton,CA,37.928579,-121.268575,1,rooftop,2403,"S Pilgrim St",,,Stockton,CA,"San Joaquin County",95206,US,"City of Stockton"
